"","day_num","max_temp","num_collisions"
"2015","1",82,580
"2016","5",88,650
"2021","5",84,726
"2023","7",84,545
"2025","4",84,605
"2026","3",88,553
"2030","1",84.9,557
"2031","7",84.9,463
"2032","3",87.1,654
"2033","7",89.1,521
"2035","4",91,603
"2041","2",88,706
"2042","1",88,656
"2044","6",88,597
"2047","3",84,565
"2050","6",88,602
"2051","4",91,740
"2052","7",91.9,554
"2053","7",82,498
"2056","6",86,550
"2057","5",87.1,490
"2058","2",88,657
"2059","1",82.9,598
"2060","7",96.1,563
"2062","1",90,719
"2066","4",93.9,774
"2068","4",82.9,606
"2070","1",87.1,639
"2072","4",84.9,739
"2074","1",86,592
"2075","2",82,601
"2076","3",82.9,553
"2078","1",79,530
"2079","2",95,643
"2081","1",87.1,672
"2082","2",91,658
"2083","5",90,542
"2085","2",86,587
"2086","4",90,394
"2087","1",89.1,668
"2088","3",91,680
"2090","7",77,448
"2091","2",86,663
"2092","3",91,690
"2093","4",88,577
"2096","2",88,424
"2098","5",81,549
"2101","4",78.1,610
"2102","4",95,709
"2103","3",88,688
"2104","4",90,720
"2105","3",86,551
"2107","7",87.1,515
"2109","2",93.9,606
"2110","6",91.9,648
"2112","2",84.9,591
"2113","6",88,451
"2114","4",82,626
"2115","3",82,626
"2124","3",96.1,629
"2126","3",97,609
"2127","1",77,633
"2128","1",88,617
"2132","7",87.1,494
"2133","1",90,626
"2134","3",93,627
"2135","2",87.1,661
"2136","1",96.1,719
"2137","6",90,471
"2139","2",86,587
"2140","3",80.1,605
"2141","3",82,611
"2142","7",93,545
"2143","1",84.9,597
"2145","2",88,664
"2146","3",84.9,614
"2149","4",93,620
"2150","5",86,753
"2151","1",84,667
"2152","7",88,471
"2153","4",88,584
"2154","2",84.9,638
"2155","3",84.9,604
"2157","7",84.9,476
"2158","7",90,574
"2160","2",82,662
"2162","5",87.1,603
"2163","6",82,389
"2164","4",88,741
"2165","1",86,505
"2167","6",84.9,599
"2168","2",86,680
"2169","7",96.1,566
"2170","1",82.9,567
"2172","6",88,577
"2174","5",88,798
"2175","5",81,659
"2176","6",95,490
"2178","5",91,638
"2179","1",89.1,637
"2180","7",90,464
"2181","3",84.9,698
"2184","7",84,512
"2185","5",93.9,733
"2186","7",88,564
"2187","4",87.1,438
"2188","2",93,727
"2189","6",84,585
"2191","4",84.9,611
"2193","7",79,376
"2194","1",95,641
"2195","5",84.9,752
"2196","2",91.9,638
"2197","1",93.9,698
"2199","1",81,618
"2200","1",90,649
"2202","7",84,529
"2203","4",84,550
"2204","5",89.1,753
"2205","1",82.9,488
"2206","7",79,540
"2209","3",82,657
"2211","1",93.9,581
"2212","3",93,630
"2213","6",84,649
"2214","2",86,524
"2215","4",75.9,522
"2217","4",86,658
"2219","5",82,653
"2220","4",81,587
"2222","6",87.1,558
"2223","3",91,658
"2224","2",87.1,571
"2225","6",82,536
"2227","2",93.9,648
"2230","3",91.9,747
"2231","1",84,533
"2232","5",86,642
"2233","6",82,516
"2234","5",90,654
"2235","3",88,677
"2236","4",88,567
"2237","7",80.1,508
"2238","2",88,646
"2239","3",88,620
"2240","6",84.9,561
"2241","7",91.9,475
"2242","4",98.1,636
"2243","3",82.9,571
"2244","6",82,534
"2245","5",81,624
"2246","5",96.1,697
"2247","5",84.9,612
"2248","3",91,432
"2250","4",90,731
"2251","7",90,551
"2252","3",100,559
"2253","5",87.1,360
"2254","2",93,688
"2255","7",95,477
"2256","7",89.1,497
"2258","6",90,623
"2259","5",91,666
"2260","1",80.1,614
"2261","2",80.1,540
"2262","2",82.9,584
"2263","1",88,564
"2264","4",93.9,591
"2267","2",73.9,553
"2268","5",86,747
"2269","1",89.1,617
"2270","6",91.9,516
"2271","6",84,513
"2273","7",89.1,447
"2274","2",89.1,616
"2276","2",93.9,582
"2277","7",87.1,537
"2278","3",84.9,706
"2280","7",90,441
"2284","5",95,774
"2285","3",77,635
"2286","1",91,528
"2287","5",90,707
"2288","1",84.9,693
"2289","6",84.9,595
"2291","3",84.9,607
"2292","6",77,528
"2293","2",88,583
"2295","2",91,594
"2296","7",93,538
"2299","6",95,586
"2300","6",86,498
"2301","4",86,623
"2303","7",84,451
"2304","1",93.9,727
"2305","3",82.9,635
"2307","3",84.9,612
"2310","7",82,439
"2311","3",82,683
"2313","4",87.1,604
"2314","6",79,622
"2315","1",91.9,725
"2316","4",79,539
"2318","5",87.1,638
"2319","5",84,709
"2320","1",86,591
"2321","7",82,606
"2322","3",89.1,618
"2323","2",93,699
"2324","2",82,654
"2325","5",80.1,674
"2326","6",75.9,480
"2327","4",86,717
"2328","6",79,570
"2330","1",84.9,595
"2331","4",90,759
"2332","2",73,595
"2335","5",90,576
"2336","1",90,614
"2337","6",80.1,526
"2339","3",88,591
"2342","3",86,569
"2343","6",96.1,650
"2344","7",88,527
"2347","5",82.9,617
"2348","2",82,526
"2349","7",78.1,451
"2351","6",93,551
"2353","1",79,620
"2354","5",93.9,769
"2355","4",81,686
"2356","2",90,574
"2359","6",81,575
"2361","5",73.9,604
"2362","6",81,505
"2363","5",82,599
"2364","4",78.1,507
"2365","6",84.9,512
"2366","5",89.6,756
"2367","4",86,659
"2368","1",78.1,473
"2370","3",86,528
"2372","3",84.9,655
"2373","7",93,552
"2374","2",75,577
"2375","2",82.9,547
"2376","6",82,552
"2377","6",87.1,539
"2378","2",82,701
"2379","7",75,467
"2380","6",86,568
"2382","5",86,749
"2383","4",87.1,713
"2386","7",91,573
"2387","2",89.1,606
"2389","3",88,522
"2392","3",87.1,600
"2393","6",84,504
"2394","7",84,499
"2395","3",84,660
"2396","5",82,681
"2397","5",86,707
"2400","1",91.9,632
"2401","3",91.9,618
"2402","2",82,553
"2403","3",80.1,504
"2406","5",82,678
"2407","5",88,707
"2408","2",82,543
"2409","1",86,632
"2410","7",90,481
"2411","3",87.1,482
"2413","4",81,715
"2414","4",84.9,635
"2417","3",84,551
"2418","3",90,656
"2419","2",87.1,650
"2421","2",91.9,705
"2422","7",89.1,559
"2423","1",88,549
"2424","3",90,562
"2426","4",87.1,618
"2427","1",82.9,602
"2430","2",82,637
"2431","1",82,519
"2432","2",89.1,608
"2433","5",82.9,612
"2436","6",84.9,605
"2437","5",87.1,601
"2438","4",84,574
"2439","7",89.1,550
"2444","1",90,563
"2445","6",82,526
"2447","1",87.1,575
"2448","3",87.8,635
"2449","4",84.9,650
"2451","5",80.1,633
"2452","5",88,729
"2454","1",87.1,627
"2456","7",75.9,476
"2457","4",88,581
"2459","1",88,651
"2460","2",81,520
"2461","3",90,538
"2463","7",88,512
"2464","7",82.9,481
"2465","3",84,608
"2466","4",82.9,643
"2467","7",82.9,528
"2468","7",82.9,459
"2469","2",78.1,631
"2470","1",79,462
"2472","1",75.9,606
"2474","4",90,709
"2475","4",88,647
"2476","4",81,631
"2478","5",82.9,655
"2479","3",78.1,616
"2480","1",95,592
"2481","6",87.1,538
"2482","3",73.9,553
"2483","5",84.9,523
"2485","7",84,442
"2486","6",80.1,510
"2488","2",78.1,580
"2489","5",88,703
"2490","2",81,482
"2491","4",82,618
"2494","5",82,609
"2495","3",89.1,661
"2496","4",86,722
"2497","6",86,638
"2501","2",91.9,644
"2502","3",89.1,619
"2504","3",80.1,687
"2506","4",84.9,614
"2510","1",81,548
"2512","5",87.1,610
"2513","7",87.1,499
"2514","4",87.1,639
"2515","2",90,574
"2517","5",82.9,601
"2519","7",81,484
"2520","1",88,604
"2522","1",93.9,643
"2523","1",84.9,586
"2524","4",87.1,570
"2525","4",87.1,630
"2529","2",82,551
"2531","5",82,631
"2532","3",84,537
"2535","2",75,529
"2536","6",86,566
"2538","4",84,567
"2541","1",84,589
"2542","7",80.1,437
"2543","7",84.9,489
"2544","6",87.1,533
"2545","4",90,578
"2548","5",90,623
"2549","7",90,495
"2551","7",86,512
"2553","2",88,658
"2555","2",89.1,595
"2556","6",78.1,570
"2557","4",84.9,613
"2558","5",87.1,758
"2559","3",82.9,562
"2560","2",93.9,715
"2566","7",87.1,540
"2567","5",90,569
"2570","4",82,610
"2571","5",82.9,700
"2572","6",84,474
"2573","7",90,563
"2574","2",88,542
"2576","6",91.9,582
"2577","5",88,574
"2580","4",84.9,714
"2581","5",84.9,579
"2582","6",87.1,579
"2583","5",84,667
"2584","4",77,599
"2585","1",73.9,562
"2589","6",78.1,490
"2590","6",82.9,492
"2592","3",87.1,618
"2594","7",82,476
"2595","6",84,545
"2596","5",82.9,568
"2597","4",81,618
"2599","7",96.1,521
"2601","3",81,602
"2603","5",84,645
"2604","4",84.9,560
"2605","7",86,492
"2606","1",84.9,611
"2608","2",95,623
"2609","4",82.9,585
"2610","6",88,624
"2612","2",82.9,516
"2613","5",84,599
"2614","2",84.9,469
"2617","7",82.9,563
"2618","6",86,502
"2620","1",82,595
"2621","5",86,630
"2622","2",91,622
"2623","1",80.1,545
"2624","6",87.1,581
"2625","5",82.9,626
"2626","1",89.1,705
"2627","4",81,549
"2630","3",90,606
"2632","1",87.1,616
"2633","4",81,592
"2634","1",91,614
"2635","6",89.1,668
"2636","7",78.1,519
"2637","3",84.9,643
"2638","4",84,646
"2639","3",82,599
"2641","1",84,617
"2642","7",80.1,454
"2643","6",82.9,579
"2644","1",91,673
"2646","7",78.1,498
"2647","5",90,701
"2648","4",90,587
"2649","2",84,601
"2651","4",86,572
"2652","5",93,729
"2655","5",87.1,753
"2656","3",90,594
"2657","6",78.1,540
"2658","7",84.9,490
"2659","6",90,568
"2660","6",96.1,614
"2661","3",86,645
"2662","6",84,573
"2663","7",86,538
"2664","3",93.9,685
"2666","4",91.9,736
"2667","4",87.1,600
"2668","4",91,672
"2669","2",78.1,491
"2671","4",82,625
"2672","1",86,504
"2673","6",82.9,572
"2675","5",84,726
"2680","6",86,480
"2683","6",84.9,495
"2684","5",89.1,589
"2685","2",89.1,684
"2686","6",87.1,578
"2688","3",82,508
"2689","7",82.9,471
"2690","5",82,636
"2692","2",90,666
"2696","3",79,550
"2697","1",78.1,584
"2698","6",84,540
"2699","5",73.9,522
"2701","6",75.9,514
"2702","4",90,618
"2703","1",84,521
"2705","3",82,572
"2707","2",87.1,507
"2708","3",89.1,629
"2709","6",79,454
"2712","3",78.1,671
"2714","6",82,527
"2716","1",86,669
"2717","3",73.9,622
"2720","1",80.1,569
"2721","5",79,617
"2722","1",86,593
"2724","7",84.9,505
"2725","3",87.1,658
"2727","2",86,587
"2728","2",80.1,602
"2729","7",91,518
"2730","7",77,482
"2731","1",77,494
"2735","6",87.1,507
"2737","2",75.9,614
"2738","1",77,673
"2740","7",82.9,597
"2744","6",79,596
"2747","4",77,718
"2753","5",75.9,684
"2755","3",91.9,768
"2756","3",77,783
"2757","2",78.1,680
"2758","1",84,431
"2759","7",84,512
"2761","7",87.1,504
"2762","7",81,528
"2765","3",82,755
"2766","1",84,566
"2767","7",75,515
"2768","7",91,587
"2769","4",89.1,744
"2770","1",82,620
"2771","5",87.1,812
"2772","4",87.1,727
"2773","3",72,571
"2775","3",88,748
"2781","2",78.1,605
"2783","4",89.1,675
"2784","2",71.1,613
"2785","5",72,715
"2789","7",77,462
"2790","3",91,654
"2791","4",73.9,620
"2793","6",87.1,655
"2794","4",93,665
"2795","4",75.9,650
"2796","4",72,659
"2799","7",73,458
"2801","2",79,740
"2802","7",72,510
"2804","1",75.9,735
"2806","3",82.9,738
"2807","3",73,539
"2808","4",89.1,717
"2810","5",81,827
"2813","2",91.9,786
"2814","5",79,631
"2816","2",82,619
"2817","1",75,605
"2819","3",80.1,651
"2820","4",82.9,728
"2821","2",82.9,579
"2823","4",86,660
"2825","2",88,656
"2826","5",73.9,780
"2828","1",77,452
"2833","1",91,726
"2834","6",72,604
"2835","5",80.1,609
"2837","7",82,604
"2838","1",78.8,586
"2839","2",73.9,544
"2840","6",82,623
"2841","6",84,577
"2843","4",79,572
"2844","1",90,533
"2845","6",81,554
"2846","7",73,506
"2848","5",82.9,703
"2849","6",78.1,529
"2852","7",82,586
"2853","1",78.1,427
"2854","3",84.9,608
"2855","3",73,658
"2856","5",89.1,760
"2857","3",79,604
"2858","1",71.1,610
"2859","1",82,680
"2863","2",91,626
"2864","1",90,392
"2865","6",77,646
"2867","7",86,515
"2868","5",71.1,740
"2869","7",86,480
"2870","2",82,551
"2874","5",86,680
"2875","7",71.1,572
"2876","5",79,757
"2877","6",82.9,600
"2878","2",82.9,779
"2879","2",82.9,557
"2883","2",71.1,592
"2884","7",71.1,528
"2886","2",82,652
"2888","3",81,519
"2889","4",78.1,536
"2892","6",80.1,585
"2893","7",73.9,475
"2894","7",73,476
"2896","4",82,619
"2897","7",75.9,464
"2898","3",84,621
"2899","6",82,532
"2903","7",82,535
"2904","4",93,822
"2905","2",72,521
"2906","4",73,516
"2907","6",73.9,488
"2908","3",87.1,600
"2909","5",87.1,647
"2910","7",80.1,421
"2911","5",91,715
"2912","1",73,570
"2913","6",75,594
"2914","4",80.1,632
"2916","1",73.9,623
"2917","5",71.1,553
"2918","2",73.9,659
"2919","1",66.2,562
"2920","2",79,589
"2922","3",80.1,501
"2923","6",91,598
"2924","1",91.9,485
"2926","4",70,605
"2927","3",87.1,696
"2929","2",84.9,707
"2930","2",73.4,715
"2931","6",79,546
"2932","2",91.9,700
"2934","1",69.1,661
"2936","5",72,712
"2937","4",82.9,645
"2939","2",97,795
"2940","2",73,615
"2941","6",91,553
"2942","3",71.1,566
"2943","4",72,790
"2946","7",68,449
"2947","3",96.1,576
"2949","5",81,681
"2951","6",68,485
"2952","3",97,740
"2953","4",82,672
"2954","4",88,689
"2955","5",78.1,688
"2956","4",82.9,619
"2960","2",87.1,629
"2961","7",91,477
"2962","5",87.1,652
"2963","6",68,550
"2965","6",71.1,608
"2966","5",80.1,525
"2967","5",82.9,730
"2968","6",73.9,562
"2970","1",82.9,648
"2974","4",82,493
"2975","3",75.9,404
"2977","3",91,779
"2978","5",77,643
"2979","6",71.1,562
"2980","4",87.1,628
"2981","6",73,547
"2982","6",84.9,541
"2983","1",78.1,603
"2984","3",82,604
"2985","4",80.1,535
"2987","7",82,488
"2988","7",82.9,500
"2989","1",79,373
"2990","1",80.1,532
"2991","4",86,695
"2992","4",87.1,740
"2993","4",68,522
"2995","3",75.9,605
"2997","3",91.9,580
"2998","3",88,624
"2999","7",77,585
"3000","5",81,697
"3001","1",89.1,639
"3002","1",81,672
"3003","6",90,515
"3004","2",79,606
"3005","6",77,519
"3006","5",75.2,671
"3007","5",73,654
"3009","6",87.1,612
"3011","4",90,716
"3012","7",72,493
"3013","7",69.1,518
"3015","1",82.9,632
"3016","2",72,594
"3018","7",81,473
"3019","5",93,643
"3020","7",72,533
"3021","4",73,757
"3023","6",75,568
"3025","1",68,594
"3026","5",69.1,703
"3027","6",72,557
"3028","7",90,538
"3029","6",75,489
"3030","2",77,635
"3031","6",78.1,558
"3032","6",87.1,631
"3034","7",71.1,556
"3035","6",75.9,557
"3037","7",80.1,478
"3038","1",75,662
"3040","3",82.9,634
"3042","3",80.1,601
"3044","2",73,627
"3046","2",75.2,556
"3047","5",82,585
"3048","3",78.1,618
"3049","5",81,765
"3051","6",75.9,547
"3054","1",71.1,637
"3056","3",73.9,637
"3057","1",63,650
"3058","6",81,598
"3062","6",81,498
"3063","1",84,419
"3064","7",80.1,466
"3065","2",89.1,628
"3066","5",82,614
"3069","1",81,598
"3070","1",80.1,435
"3073","5",73.9,591
"3074","7",82.9,556
"3075","1",80.1,579
"3076","3",73,612
"3077","7",72,480
"3078","2",73,571
"3079","5",81,687
"3080","5",75.9,648
"3082","3",79,583
"3085","3",84.9,648
"3086","2",75,592
"3088","1",79,624
"3089","4",66,491
"3091","2",78.1,661
"3093","2",84,626
"3094","4",69.1,624
"3098","3",63,719
"3100","1",55.9,696
"3101","3",64,646
"3102","3",61,699
"3103","4",61,735
"3104","6",62.1,629
"3106","2",55.9,721
"3107","7",52,556
"3108","7",62.1,593
"3109","1",51.1,650
"3110","2",63,681
"3111","2",68,688
"3112","5",60.1,787
"3113","5",51.1,747
"3114","6",51.1,757
"3115","7",57.9,516
"3117","4",50,763
"3118","1",66,692
"3120","4",75.9,717
"3122","6",71.1,544
"3124","2",77,628
"3129","4",82.9,590
"3134","3",66,498
"3135","4",73,574
"3136","3",60.1,615
"3137","2",77,613
"3138","6",75,633
"3139","5",64.9,598
"3140","2",73,631
"3142","4",75.9,741
"3143","7",78.1,528
"3144","3",68,648
"3147","6",78.1,583
"3148","1",72,490
"3150","5",75,754
"3151","4",66.9,757
"3152","3",60.1,558
"3153","4",73,764
"3155","3",80.1,708
"3157","1",75.9,583
"3159","7",66.2,481
"3160","1",64.9,451
"3161","5",86,658
"3162","7",70,435
"3163","2",72,615
"3165","7",63,473
"3166","7",79,529
"3167","4",73.4,554
"3169","2",64,522
"3170","6",68,471
"3175","1",53.1,667
"3176","4",64.9,615
"3178","2",72,571
"3179","2",82,616
"3182","1",73,739
"3184","6",68,577
"3185","7",66.9,441
"3186","2",70,593
"3189","2",77,724
"3191","1",72,400
"3193","6",60.1,586
"3195","3",63,595
"3196","3",73,668
"3197","4",66.9,613
"3198","2",73,687
"3200","5",68,541
"3204","6",82,570
"3205","6",78.1,649
"3206","6",64.9,641
"3207","2",66.9,607
"3210","3",75.9,720
"3211","1",66,440
"3212","2",81,590
"3214","7",69.1,559
"3216","3",77,778
"3217","5",82.9,649
"3219","1",66.9,607
"3220","1",75.9,669
"3221","4",73,666
"3222","2",72,549
"3225","6",61,357
"3226","5",78.1,764
"3227","6",64.9,525
"3229","4",61,511
"3231","2",81,454
"3232","1",69.1,639
"3233","6",72,567
"3236","7",73.9,496
"3237","3",72,548
"3239","1",66,616
"3240","7",69.1,503
"3241","6",52,547
"3242","1",81,585
"3243","5",66.9,647
"3244","4",64.9,630
"3246","1",79,501
"3247","3",72,737
"3248","6",62.1,614
"3249","7",60.1,500
"3250","4",70,616
"3251","2",64,739
"3253","3",72,658
"3254","5",78.1,693
"3256","2",81,768
"3258","1",79,575
"3260","4",77,602
"3264","6",86,497
"3265","3",73,502
"3266","1",77,546
"3268","1",55.9,376
"3269","2",59,631
"3271","7",63,486
"3272","4",69.1,683
"3274","4",72,626
"3275","3",82.9,647
"3276","5",71.1,719
"3277","2",66.9,562
"3278","2",69.1,736
"3279","5",62.1,759
"3280","2",75.9,697
"3281","1",77,505
"3283","6",64,546
"3284","3",75,711
"3285","5",75.9,796
"3287","1",61,620
"3289","2",59,639
"3290","3",66,658
"3291","7",68,571
"3292","3",66.9,558
"3293","6",69.1,615
"3294","2",66.9,540
"3295","6",66.9,502
"3296","3",72,556
"3297","1",57.9,698
"3299","2",71.1,620
"3301","5",73,823
"3302","5",63,669
"3304","1",60.1,591
"3306","7",68,522
"3308","5",71.1,648
"3309","3",52,706
"3310","5",66.9,767
"3311","6",64.9,519
"3312","4",72,766
"3314","3",59,494
"3315","4",75.9,666
"3316","5",70,830
"3317","3",81,628
"3318","1",66,609
"3319","7",57.9,512
"3320","6",64.9,524
"3322","5",54,647
"3323","1",57.9,655
"3324","5",59,668
"3325","3",84.9,676
"3327","6",66.9,515
"3328","3",77,575
"3329","7",75,557
"3330","1",71.1,607
"3331","7",81,521
"3333","4",53.6,831
"3334","1",64.9,539
"3335","7",66.9,467
"3336","1",66.9,559
"3337","6",71.1,494
"3338","7",75.9,404
"3340","1",70,555
"3343","4",70,558
"3346","5",64,676
"3347","4",82.9,657
"3349","2",61,600
"3350","4",66.9,658
"3351","5",66,708
"3352","2",75.9,574
"3353","6",64,565
"3354","7",55.9,551
"3355","7",69.1,517
"3357","7",64,426
"3358","7",69.1,613
"3359","5",75,742
"3361","5",66,738
"3362","1",75.9,618
"3363","3",64.9,640
"3364","6",75,500
"3365","3",64.9,559
"3366","7",68,480
"3367","3",69.1,695
"3369","2",62.1,566
"3370","6",66,557
"3371","3",93,688
"3372","4",73,499
"3373","1",62.1,573
"3374","2",61,696
"3375","1",73.9,641
"3376","6",69.1,531
"3377","2",72,523
"3378","5",62.6,594
"3379","4",84.9,662
"3381","3",72,639
"3382","1",63,642
"3383","5",73,688
"3384","7",64,490
"3385","4",62.6,657
"3386","6",54,626
"3387","3",60.8,549
"3388","3",64.9,669
"3390","2",57.2,570
"3392","7",69.1,505
"3393","2",70,714
"3395","4",73,767
"3396","5",66.9,658
"3398","2",64,602
"3399","2",63,523
"3401","4",54,632
"3403","3",66.9,689
"3404","6",69.1,587
"3405","5",73,680
"3406","2",73.9,685
"3408","1",66.9,597
"3410","5",55,798
"3412","7",66.9,515
"3413","3",60.8,708
"3416","4",73.9,690
"3418","6",62.1,581
"3420","3",66.9,529
"3421","7",61,483
"3422","4",77,603
"3424","4",64.9,559
"3425","4",57.9,639
"3428","1",66.9,832
"3429","4",79,683
"3431","6",66,629
"3432","7",61,534
"3433","4",71.1,615
"3435","5",68,621
"3437","5",71.1,606
"3438","5",57.9,634
"3439","3",64,383
"3440","2",64.4,372
"3441","7",72,502
"3443","6",72,556
"3444","7",63,536
"3445","5",57,798
"3446","4",66,608
"3449","6",57,556
"3450","7",61,403
"3452","6",72,656
"3453","7",46.4,453
"3454","6",46.9,559
"3455","5",44.1,720
"3456","4",62.1,631
"3457","7",64.9,502
"3458","4",36,412
"3459","2",50,754
"3460","5",46,743
"3461","6",52,606
"3462","3",62.1,696
"3463","3",44.1,732
"3464","1",55,759
"3465","7",55,483
"3466","7",45,470
"3467","3",45,573
"3468","6",46.4,536
"3469","4",70,696
"3470","4",46,646
"3471","1",55,743
"3472","1",50,697
"3474","2",48,695
"3475","3",50,688
"3476","6",62.6,508
"3478","5",32,476
"3479","1",48.9,497
"3480","2",53.1,609
"3481","5",72,746
"3482","2",59,679
"3483","7",50,500
"3486","1",62.1,481
"3487","7",46,539
"3488","7",63,526
"3489","2",72,655
"3490","1",59,615
"3493","2",66,620
"3494","4",71.1,690
"3495","1",61,560
"3496","6",54,444
"3497","5",64,776
"3499","7",60.1,532
"3501","5",54,455
"3504","3",72,672
"3505","1",55.9,623
"3506","3",50,717
"3510","3",66,541
"3511","3",64.9,546
"3512","3",57,607
"3514","5",39,437
"3517","4",60.1,383
"3518","4",72,746
"3520","2",61,440
"3521","1",64.9,613
"3522","1",52,666
"3523","6",51.1,629
"3524","4",64,652
"3526","4",55,702
"3528","6",41,502
"3532","1",64.9,547
"3533","2",64,493
"3534","1",46.9,699
"3535","7",44.1,429
"3536","5",50,502
"3537","1",66.9,618
"3539","2",57.9,732
"3540","5",64,480
"3541","3",70,665
"3543","3",61,635
"3544","4",64.9,696
"3545","6",37,394
"3547","6",62.1,626
"3548","3",61,561
"3553","6",70,551
"3555","4",45,545
"3556","7",54,377
"3558","1",52,647
"3559","2",48,630
"3560","6",64,692
"3562","6",54,463
"3563","6",60.1,612
"3565","4",54,384
"3566","5",54,481
"3568","1",68,682
"3570","6",53.1,506
"3572","6",73.9,500
"3574","3",57.9,628
"3576","2",51.8,671
"3577","5",51.1,621
"3578","4",61,637
"3579","7",57,419
"3580","4",57,669
"3581","5",73,616
"3583","6",44.1,512
"3584","2",48,647
"3585","2",60.1,752
"3586","4",61,707
"3588","2",55,510
"3589","4",72,689
"3590","2",46,733
"3591","2",61,702
"3594","5",73.9,776
"3596","4",63,663
"3598","7",51.1,457
"3599","4",48,428
"3600","2",53.1,649
"3602","1",62.1,668
"3603","2",57.9,790
"3604","1",69.1,722
"3605","7",57,425
"3606","3",60.1,730
"3607","4",53.1,647
"3608","7",50,466
"3609","6",43,465
"3610","3",48,526
"3611","5",57,617
"3613","7",55.9,472
"3614","6",42.1,529
"3615","3",61,705
"3617","7",57.9,500
"3622","3",53.6,689
"3623","6",57,456
"3624","4",51.1,628
"3625","2",66.9,599
"3629","5",72,777
"3630","7",54,479
"3631","3",68,554
"3632","3",48.9,713
"3634","2",44.6,583
"3636","3",61,615
"3638","2",68,538
"3639","7",61,518
"3640","4",51.1,378
"3641","6",50,603
"3643","7",60.1,519
"3644","6",53.1,528
"3646","2",62.1,741
"3647","6",51.1,542
"3648","5",46,576
"3649","5",70,710
"3650","4",63,646
"3651","6",50,571
"3653","4",59,706
"3655","2",45,514
"3656","1",46.9,563
"3658","6",39,479
"3659","6",64,597
"3660","6",51.1,623
"3663","2",52,647
"3664","3",63,701
"3665","5",57,702
"3666","7",55,431
"3667","4",55.9,469
"3668","6",57.9,613
"3670","1",53.1,641
"3673","3",57.9,774
"3677","5",57,641
"3678","6",53.1,543
"3679","4",48.2,623
"3680","7",68,415
"3681","7",57,485
"3682","3",48.9,662
"3683","2",66,710
"3684","4",63,797
"3687","1",48.2,479
"3689","3",45,807
"3690","5",53.1,425
"3691","7",48.9,446
"3692","1",59,699
"3694","5",64,819
"3695","1",35.1,710
"3697","1",55,704
"3698","5",48,654
"3700","5",37,444
"3701","7",46,517
"3702","3",39,593
"3704","7",62.1,532
"3705","4",57,811
"3706","4",45,635
"3707","1",55,658
"3709","1",64.9,611
"3710","5",48.2,672
"3711","3",51.1,607
"3713","4",43,515
"3715","1",51.1,635
"3716","5",53.1,633
"3717","1",61,625
"3718","1",44.6,611
"3719","4",57.2,439
"3720","7",60.1,474
"3721","3",57.9,530
"3722","2",62.6,648
"3724","3",33.1,599
"3727","1",53.6,585
"3728","4",52,620
"3730","2",66.9,684
"3731","1",61,456
"3732","5",57,676
"3733","3",52,742
"3735","1",59,748
"3736","2",59,757
"3737","2",62.1,595
"3740","3",45,633
"3742","1",43,743
"3743","3",44.6,512
"3744","7",41,415
"3747","6",57,536
"3748","5",48,682
"3749","5",57,814
"3751","5",45,677
"3752","5",63,665
"3753","6",53.1,458
"3754","5",55,724
"3757","3",46.9,625
"3758","7",59,573
"3759","3",62.1,742
"3760","4",39.2,429
"3761","7",63,529
"3762","6",55,656
"3763","6",57.9,613
"3765","7",43,444
"3767","6",51.1,527
"3768","2",52,712
"3769","5",71.1,782
"3770","2",64.9,600
"3772","7",48,532
"3773","5",61,677
"3774","2",41,765
"3775","5",53.1,688
"3777","3",48.2,718
"3778","4",59,374
"3779","7",37.4,494
"3780","1",42.1,684
"3781","4",55.9,550
"3782","3",46,652
"3783","7",36,465
"3784","3",43,514
"3785","3",42.1,749
"3786","1",55.9,697
"3787","2",46,731
"3788","7",57,404
"3789","1",43,580
"3790","6",46,601
"3791","6",60.1,499
"3792","1",45,622
"3793","4",39.9,681
"3794","1",46,689
"3795","5",50,841
"3796","7",54,505
"3797","4",46.9,806
"3798","5",60.8,681
"3799","6",61,568
"3800","7",51.1,622
"3801","2",55,684
"3802","5",39.9,705
"3803","7",55,558
"3804","5",61,782
"3805","6",39,652
"3806","4",41,686
"3807","1",39,651
"3808","4",44.1,582
"3809","3",41,631
"3810","2",41,707
"3811","6",52,628
"3815","4",46,545
"3817","7",48.2,448
"3818","5",48.2,714
"3820","6",51.1,629
"3821","7",66.9,549
"3822","7",48.9,420
"3824","1",48.9,549
"3826","7",42.1,455
"3828","3",53.1,520
"3830","1",51.1,684
"3831","4",60.1,573
"3832","6",50,628
"3833","2",33.1,719
"3835","7",53.1,485
"3836","6",66,578
"3837","2",53.1,553
"3838","3",53.1,575
"3840","6",46.9,523
"3841","2",48.9,645
"3842","7",39,547
"3843","6",35.1,520
"3844","1",54,737
"3845","2",62.1,621
"3846","3",55.9,655
"3847","1",54,668
"3848","3",46,501
"3849","3",62.1,805
"3852","7",53.6,455
"3853","1",42.1,518
"3854","4",48,527
"3855","1",48,720
"3858","5",53.1,674
"3860","5",61,694
"3861","7",51.1,384
"3863","5",50,720
"3865","3",39.9,676
"3867","3",43,550
"3868","4",46,635
"3869","7",35.1,522
"3872","4",59,745
"3873","1",46,706
"3874","4",46.4,542
"3875","6",52,575
"3877","2",48.9,711
"3878","6",55.4,580
"3879","7",46,510
"3880","6",55,406
"3882","4",45,620
"3884","4",51.1,742
