day_num,year,month,day,collision_date,temp,max_temp,min_temp,humidity,mean_sea_level_pressure,visibility,mean_wind_speed,maximum_sustained_wind_speed,maximum_wind_gust,total_precipitation,snow_depth_inches,fog,rain_drizzle,snow_ice_pellets,hail,thunder,tornado_funnel_cloud,num_collisions
2,2019,04,02,2019-04-02,43.7,52.0,33.1,19.4,1027.7,10.0,2.5,5.1,,0.0,0.0,0,0,0,0,0,0,505
6,2019,04,13,2019-04-13,65.4,77.0,46.0,57.7,1017.4,8.3,2.5,6.0,,0.87,0.0,1,1,0,0,0,0,562
5,2013,04,26,2013-04-26,57.3,66.9,50.0,29.4,1026.7,10.0,2.5,6.0,,0.0,0.0,0,0,0,0,0,0,574
5,2017,04,28,2017-04-28,66.6,84.9,57.0,56.5,1014.0,4.7,2.5,7.0,,0.0,0.0,0,1,0,0,0,0,815
5,2018,04,27,2018-04-27,55.7,70.0,51.1,44.6,1010.5,8.1,2.6,6.0,,0.1,0.0,0,1,0,0,0,0,640
3,2017,04,05,2017-04-05,51.2,64.9,45.0,43.5,1010.7,6.9,2.6,7.0,,0.01,0.0,0,0,0,0,0,0,558
7,2019,04,21,2019-04-21,57.4,66.0,53.1,48.8,1015.4,10.0,2.6,6.0,,0.28,0.0,0,0,0,0,0,0,372
1,2017,04,24,2017-04-24,54.2,66.0,46.0,42.0,1020.5,9.8,2.7,6.0,,0.0,0.0,0,0,0,0,0,0,514
1,2019,04,29,2019-04-29,49.5,60.1,41.0,29.7,1027.1,10.0,2.7,7.0,,0.01,0.0,0,0,0,0,0,0,517
1,2016,04,18,2016-04-18,63.8,82.0,44.1,31.0,1022.7,10.0,2.8,8.9,,0.0,0.0,0,0,0,0,0,0,280
6,2015,04,18,2015-04-18,68.0,80.1,55.0,43.4,1013.9,10.0,2.8,8.0,,0.0,0.0,0,0,0,0,0,0,500
4,2020,04,23,2020-04-23,44.5,52.0,36.0,18.7,1017.0,10.0,2.9,6.0,,0.0,0.0,0,1,0,0,0,0,97
4,2014,04,03,2014-04-03,53.6,66.9,42.1,30.8,1018.4,10.0,3.0,6.0,,0.0,0.0,0,0,0,0,0,0,497
7,2019,04,28,2019-04-28,49.6,57.9,46.0,36.4,1014.0,10.0,3.0,8.0,15.0,0.07,0.0,0,1,0,0,0,0,364
4,2019,04,18,2019-04-18,55.0,63.0,48.0,41.4,1019.2,9.9,3.0,8.9,17.1,0.0,0.0,0,1,0,0,0,0,483
5,2017,04,14,2017-04-14,56.4,66.0,48.0,26.5,1028.3,10.0,3.2,7.0,15.9,0.0,0.0,0,0,0,0,0,0,488
6,2019,04,20,2019-04-20,61.1,66.0,55.9,58.6,,6.8,3.2,6.0,,0.43,0.0,0,1,0,0,0,0,422
4,2019,04,25,2019-04-25,56.3,69.1,48.0,39.5,1013.5,9.9,3.2,6.0,,0.0,0.0,0,1,0,0,0,0,470
5,2019,04,19,2019-04-19,66.0,80.1,51.1,56.5,1009.3,10.0,3.3,6.0,,0.0,0.0,0,0,0,0,0,0,498
5,2019,04,12,2019-04-12,52.9,68.0,39.9,36.3,1023.7,9.5,3.3,7.0,,0.0,0.0,0,1,0,0,0,0,639
6,2016,04,02,2016-04-02,55.4,69.1,48.9,43.4,1000.4,9.4,3.3,8.0,14.0,0.01,0.0,0,1,0,0,0,0,277
5,2019,04,26,2019-04-26,53.5,66.0,48.0,50.0,1008.8,6.6,3.3,8.9,18.1,0.32,0.0,1,1,0,0,0,0,465
7,2015,04,12,2015-04-12,51.3,66.0,43.0,26.1,1024.8,10.0,3.4,8.0,,0.0,0.0,0,0,0,0,0,0,381
1,2017,04,03,2017-04-03,55.3,63.0,39.9,30.8,1018.0,10.0,3.4,9.9,21.0,0.0,0.0,0,0,0,0,0,0,599
3,2018,04,11,2018-04-11,44.2,51.1,37.9,20.3,1021.3,10.0,3.4,6.0,15.0,0.0,0.0,0,0,0,0,0,0,565
1,2015,04,13,2015-04-13,57.7,68.0,43.0,35.7,1025.6,10.0,3.5,9.9,20.0,0.0,0.0,0,0,0,0,0,0,483
5,2016,04,15,2016-04-15,51.7,64.9,42.1,27.9,1029.5,10.0,3.5,9.9,15.0,0.0,0.0,0,0,0,0,0,0,293
7,2013,04,14,2013-04-14,52.3,57.0,46.9,30.4,1016.8,10.0,3.5,11.1,18.1,0.01,0.0,0,1,0,0,0,0,401
1,2018,04,23,2018-04-23,54.7,68.0,44.1,27.8,1030.4,10.0,3.5,8.9,15.0,0.0,0.0,0,0,0,0,0,0,631
2,2018,04,03,2018-04-03,40.6,43.0,33.1,34.1,1021.0,7.2,3.5,9.9,,0.13,5.1,0,1,0,0,0,0,513
1,2015,04,06,2015-04-06,50.8,62.1,42.1,34.8,1024.1,10.0,3.5,7.0,,0.0,0.0,0,0,0,0,0,0,442
7,2013,04,28,2013-04-28,58.9,69.1,51.1,31.1,1025.2,10.0,3.5,9.9,18.1,0.0,0.0,0,0,0,0,0,0,366
4,2019,04,11,2019-04-11,46.0,60.1,39.9,20.7,1022.1,10.0,3.6,8.0,15.0,0.0,0.0,0,0,0,0,0,0,496
1,2014,04,28,2014-04-28,54.5,66.9,45.0,32.5,1018.5,10.0,3.6,8.9,,0.0,0.0,0,0,0,0,0,0,515
6,2019,04,06,2019-04-06,49.0,68.0,37.9,38.8,1022.9,7.0,3.6,8.0,14.0,0.2,0.0,0,1,0,0,0,0,519
5,2016,04,22,2016-04-22,70.3,79.0,48.9,51.1,1012.6,9.7,3.6,7.0,,0.0,0.0,0,0,0,0,0,0,316
1,2016,04,25,2016-04-25,58.0,69.1,46.9,38.5,1015.5,10.0,3.6,7.0,,0.0,0.0,0,0,0,0,0,0,214
6,2014,04,12,2014-04-12,60.4,75.0,50.0,39.7,1020.2,10.0,3.6,8.9,17.1,0.0,0.0,0,0,0,0,0,0,475
2,2018,04,24,2018-04-24,55.6,68.0,46.0,38.4,1028.2,9.9,3.6,8.9,18.1,0.0,0.0,0,0,0,0,0,0,629
4,2018,04,26,2018-04-26,59.7,70.0,52.0,47.6,1006.3,6.9,3.6,8.9,19.0,0.56,0.0,1,1,0,0,0,0,689
1,2014,04,21,2014-04-21,52.0,66.9,41.0,27.4,1021.8,10.0,3.6,8.0,,0.0,0.0,0,0,0,0,0,0,421
2,2019,04,09,2019-04-09,49.0,63.0,46.0,43.9,1005.4,6.2,3.7,8.9,,0.03,0.0,0,1,0,0,0,0,499
2,2015,04,14,2015-04-14,60.7,68.0,50.0,41.5,1020.4,10.0,3.7,7.0,17.1,0.0,0.0,0,0,0,0,0,0,461
6,2014,04,19,2014-04-19,52.6,68.0,35.1,28.3,1024.4,10.0,3.7,8.0,15.0,0.0,0.0,0,0,0,0,0,0,436
6,2017,04,22,2017-04-22,51.8,57.0,48.0,48.4,1013.6,8.0,3.8,8.0,,0.02,0.0,0,1,0,0,0,0,511
2,2020,04,07,2020-04-07,57.6,68.0,48.9,24.8,1012.8,10.0,3.8,11.1,18.1,0.0,0.0,0,0,0,0,0,0,116
2,2020,04,28,2020-04-28,50.8,66.9,39.0,32.3,1019.0,10.0,3.8,8.9,15.9,0.0,0.0,0,0,0,0,0,0,169
4,2018,04,12,2018-04-12,51.5,63.0,37.0,33.2,1016.8,10.0,3.8,8.0,20.0,0.0,0.0,0,0,0,0,0,0,561
3,2020,04,08,2020-04-08,57.5,64.0,51.8,45.9,1002.1,8.1,3.9,7.0,,0.2,0.0,0,1,0,0,0,0,115
6,2013,04,13,2013-04-13,46.5,57.9,41.0,36.8,1010.6,9.7,3.9,12.0,17.1,0.63,0.0,0,1,0,0,0,0,468
7,2018,04,29,2018-04-29,52.7,57.0,48.2,41.6,1012.5,9.3,4.0,8.0,22.0,0.18,0.0,0,1,0,0,0,0,481
3,2019,04,17,2019-04-17,54.6,66.0,44.1,30.9,1019.8,10.0,4.0,9.9,19.0,0.01,0.0,0,1,0,0,0,0,568
3,2013,04,10,2013-04-10,65.1,75.9,55.0,45.9,1012.4,9.7,4.0,9.9,14.0,0.0,0.0,0,1,0,0,0,0,508
1,2013,04,08,2013-04-08,59.0,73.0,51.1,40.8,1016.5,10.0,4.1,8.9,15.9,0.0,0.0,0,0,0,0,0,0,508
4,2017,04,13,2017-04-13,57.4,75.9,48.0,32.8,1026.1,10.0,4.1,9.9,17.1,0.02,0.0,0,0,0,0,0,0,554
3,2016,04,13,2016-04-13,47.7,59.0,39.9,24.1,1027.6,10.0,4.1,12.0,18.1,0.17,0.0,0,0,0,0,0,0,265
1,2019,04,22,2019-04-22,57.1,66.0,52.0,49.0,1017.7,8.7,4.1,7.0,,0.0,0.0,0,1,0,0,0,0,467
6,2017,04,15,2017-04-15,56.8,66.0,48.0,36.6,1027.2,10.0,4.2,9.9,15.9,0.0,0.0,0,0,0,0,0,0,457
5,2015,04,10,2015-04-10,44.6,55.9,37.0,41.3,1016.4,5.0,4.2,8.9,17.1,0.17,0.0,0,1,0,0,0,0,409
5,2014,04,25,2014-04-25,52.6,63.0,44.1,19.4,1015.2,10.0,4.2,8.0,18.1,0.0,0.0,0,0,0,0,0,0,522
6,2017,04,29,2017-04-29,75.1,84.9,57.9,57.1,1015.7,9.1,4.2,11.1,26.0,0.06,0.0,0,1,0,0,0,0,614
7,2018,04,22,2018-04-22,54.5,66.9,39.0,17.7,1028.1,10.0,4.2,8.9,17.1,0.0,0.0,0,0,0,0,0,0,536
2,2013,04,09,2013-04-09,65.7,82.0,51.1,42.7,1014.3,9.3,4.3,11.1,21.0,0.0,0.0,0,0,0,0,0,0,526
1,2013,04,29,2013-04-29,55.0,57.0,53.1,44.0,1023.2,9.6,4.3,7.0,17.1,0.0,0.0,0,1,0,0,0,0,529
7,2014,04,06,2014-04-06,45.3,61.0,36.0,19.9,1020.4,10.0,4.3,9.9,21.0,0.0,0.0,0,0,0,0,0,0,406
3,2015,04,29,2015-04-29,64.9,78.1,50.0,36.8,1005.7,10.0,4.3,7.0,17.1,0.0,0.0,0,0,0,0,0,0,571
2,2014,04,22,2014-04-22,59.0,71.1,41.0,44.3,1006.2,9.9,4.3,8.9,17.1,0.0,0.0,0,1,0,0,0,0,375
3,2016,04,27,2016-04-27,51.3,62.1,46.0,39.2,1012.4,9.8,4.3,8.9,15.9,0.07,0.0,0,0,0,0,0,0,179
3,2018,04,25,2018-04-25,56.3,66.0,46.0,53.3,1014.9,5.6,4.3,8.9,17.1,0.54,0.0,0,1,0,0,0,0,582
7,2017,04,09,2017-04-09,53.2,66.9,39.9,22.7,1019.1,10.0,4.3,8.0,15.9,0.0,0.0,0,0,0,0,0,0,517
7,2017,04,23,2017-04-23,53.7,66.0,46.0,37.3,1018.1,10.0,4.3,8.0,,0.11,0.0,0,0,0,0,0,0,488
5,2016,04,29,2016-04-29,51.4,59.0,46.9,33.3,1018.5,10.0,4.3,8.9,15.0,0.0,0.0,0,1,0,0,0,0,187
7,2016,04,10,2016-04-10,39.6,50.0,30.9,16.5,1022.4,10.0,4.4,8.0,17.1,0.11,0.0,0,0,0,0,0,0,214
6,2013,04,27,2013-04-27,57.8,70.0,48.0,27.8,1028.5,10.0,4.4,11.1,20.0,0.0,0.0,0,0,0,0,0,0,426
1,2014,04,07,2014-04-07,47.2,61.0,36.0,31.4,1021.2,7.8,4.4,9.9,15.9,0.0,0.0,0,1,0,0,0,0,432
3,2013,04,24,2013-04-24,52.9,69.1,44.1,41.1,1016.1,9.4,4.5,8.0,15.0,0.0,0.0,0,0,0,0,0,0,505
4,2015,04,02,2015-04-02,51.8,66.9,32.0,21.2,1021.2,10.0,4.5,13.0,24.1,0.0,0.0,0,0,0,0,0,0,548
6,2020,04,18,2020-04-18,43.6,51.1,36.0,38.4,1010.1,7.1,4.5,8.0,17.1,0.19,0.0,0,1,0,0,0,0,117
6,2016,04,16,2016-04-16,53.2,68.0,42.1,25.6,1030.0,10.0,4.5,9.9,17.1,0.0,0.0,0,0,0,0,0,0,282
2,2018,04,10,2018-04-10,42.9,51.1,32.0,28.2,1020.7,8.6,4.5,8.9,17.1,0.01,0.0,0,1,0,0,0,0,637
3,2020,04,29,2020-04-29,51.1,66.9,41.0,42.8,1022.1,9.8,4.5,8.0,18.1,0.0,0.0,0,1,0,0,0,0,125
7,2020,04,12,2020-04-12,52.9,63.0,37.9,27.6,1019.8,10.0,4.5,11.1,19.0,0.0,0.0,0,0,0,0,0,0,96
3,2015,04,15,2015-04-15,61.0,71.1,51.1,22.9,1021.1,10.0,4.6,15.0,27.0,0.01,0.0,0,0,0,0,0,0,513
4,2013,04,18,2013-04-18,55.3,64.0,51.1,39.9,1025.8,9.9,4.6,12.0,21.0,0.01,0.0,0,1,0,0,0,0,471
3,2015,04,01,2015-04-01,38.9,51.1,32.0,22.1,1015.6,9.5,4.7,8.9,19.0,0.17,0.0,0,1,0,0,0,0,528
1,2020,04,20,2020-04-20,53.2,63.0,39.9,30.5,1004.6,10.0,4.7,8.9,15.9,0.0,0.0,0,0,0,0,0,0,129
5,2018,04,06,2018-04-06,44.8,62.1,34.0,25.0,1015.3,9.4,4.7,12.0,22.0,0.0,0.0,0,1,0,0,0,0,483
7,2014,04,13,2014-04-13,63.0,77.0,50.0,42.1,1020.0,9.8,4.7,8.9,18.1,0.0,0.0,0,0,0,0,0,0,407
5,2013,04,05,2013-04-05,49.0,64.0,41.0,22.3,1012.9,10.0,4.7,9.9,20.0,0.0,0.0,0,0,0,0,0,0,500
1,2020,04,06,2020-04-06,55.8,66.0,48.9,36.0,1015.5,9.6,4.8,8.9,,0.07,0.0,0,1,0,0,0,0,113
1,2016,04,04,2016-04-04,39.7,50.0,34.0,26.8,1013.3,7.3,4.8,11.1,20.0,0.01,0.0,0,1,1,0,0,0,306
5,2016,04,01,2016-04-01,67.3,79.0,48.9,56.1,1003.5,9.7,4.8,9.9,18.1,0.01,0.0,0,1,0,0,0,0,292
3,2015,04,22,2015-04-22,57.7,69.1,50.0,34.7,1005.8,9.6,4.8,17.1,28.0,0.06,0.0,0,1,0,0,0,0,476
1,2015,04,27,2015-04-27,54.5,64.0,46.0,29.2,1004.6,10.0,4.8,12.0,20.0,0.0,0.0,0,0,0,0,0,0,486
3,2019,04,24,2019-04-24,65.0,77.0,55.9,44.0,1007.3,9.8,4.8,9.9,19.0,0.08,0.0,0,1,0,0,0,0,462
4,2016,04,28,2016-04-28,52.6,62.1,46.0,31.6,1015.6,9.9,4.8,9.9,15.0,0.0,0.0,0,0,0,0,0,0,175
4,2016,04,21,2016-04-21,59.5,73.0,48.9,32.1,1020.1,10.0,4.8,13.0,18.1,0.0,0.0,0,0,0,0,0,0,288
7,2015,04,26,2015-04-26,54.1,64.0,37.9,27.4,1005.1,10.0,4.8,8.9,15.0,0.0,0.0,0,0,0,0,0,0,401
7,2017,04,02,2017-04-02,49.8,63.0,37.0,29.8,1018.2,10.0,4.8,8.9,15.9,0.0,0.0,0,0,0,0,0,0,487
4,2013,04,11,2013-04-11,56.2,60.1,48.2,50.1,1013.4,7.4,4.8,9.9,20.0,0.49,0.0,0,1,0,0,0,0,443
2,2013,04,30,2013-04-30,57.7,68.0,51.1,38.2,1024.9,10.0,4.8,8.9,,0.04,0.0,0,0,0,0,0,0,500
7,2015,04,05,2015-04-05,49.3,61.0,42.1,20.8,1020.7,10.0,4.8,11.1,22.9,0.01,0.0,0,0,0,0,0,0,349
4,2016,04,14,2016-04-14,50.5,62.1,43.0,27.2,1026.9,10.0,4.9,9.9,17.1,0.0,0.0,0,0,0,0,0,0,293
6,2016,04,30,2016-04-30,52.7,64.9,45.0,35.7,1022.1,9.9,4.9,8.0,,0.05,0.0,0,1,0,0,0,0,222
3,2016,04,06,2016-04-06,37.9,48.0,26.1,11.3,1026.2,10.0,4.9,14.0,24.1,0.0,0.0,0,0,0,0,0,0,255
6,2016,04,09,2016-04-09,40.0,50.0,36.0,24.6,1007.8,9.1,4.9,8.9,15.9,0.01,0.0,0,1,0,0,0,0,247
4,2013,04,25,2013-04-25,56.1,66.0,46.0,31.5,1018.1,9.6,4.9,9.9,21.0,0.0,0.0,0,0,0,0,0,0,489
1,2017,04,10,2017-04-10,62.5,73.9,45.0,36.3,1021.0,10.0,4.9,11.1,20.0,0.0,0.0,0,0,0,0,0,0,612
6,2014,04,26,2014-04-26,53.0,66.9,44.1,42.0,1008.2,8.5,5.0,9.9,18.1,0.89,0.0,0,1,0,0,0,0,466
6,2018,04,14,2018-04-14,67.9,82.0,53.1,48.3,1012.9,9.8,5.0,9.9,17.1,0.0,0.0,0,0,0,0,0,0,585
2,2014,04,01,2014-04-01,46.8,60.1,36.0,26.9,1018.2,10.0,5.0,9.9,18.1,0.01,0.0,0,0,0,0,0,0,466
2,2020,04,21,2020-04-21,51.2,61.0,46.0,36.8,1001.8,9.3,5.1,11.1,31.1,0.0,0.0,0,1,0,0,0,0,119
5,2014,04,18,2014-04-18,41.4,48.9,36.0,28.1,1032.9,10.0,5.1,8.9,15.0,0.0,0.0,0,0,0,0,0,0,409
2,2015,04,21,2015-04-21,56.3,64.0,46.0,44.9,1003.5,5.8,5.2,12.0,21.0,1.49,0.0,1,1,0,0,0,0,547
7,2014,04,27,2014-04-27,51.9,66.9,46.0,34.6,1014.3,9.6,5.2,8.0,17.1,0.05,0.0,0,1,0,0,0,0,359
6,2020,04,04,2020-04-04,52.1,62.1,45.0,40.9,1014.0,9.1,5.2,12.0,21.0,0.13,0.0,0,1,0,0,0,0,143
2,2016,04,26,2016-04-26,54.9,69.1,48.9,47.3,1007.7,6.8,5.2,8.9,15.9,0.17,0.0,0,1,0,0,0,0,194
6,2018,04,21,2018-04-21,48.3,63.0,37.0,22.2,1027.7,10.0,5.3,8.0,15.9,0.0,0.0,0,0,0,0,0,0,555
3,2019,04,10,2019-04-10,51.8,60.1,46.0,33.3,1008.8,9.0,5.3,8.9,17.1,0.0,0.0,0,0,0,0,0,0,546
2,2016,04,12,2016-04-12,54.0,64.9,43.0,40.6,1016.3,9.1,5.3,8.9,22.0,0.04,0.0,0,1,0,0,0,0,273
3,2013,04,17,2013-04-17,62.7,71.1,55.0,45.3,1021.7,9.9,5.3,8.0,18.1,0.02,0.0,0,1,0,0,0,0,453
6,2015,04,25,2015-04-25,47.0,62.1,37.9,21.2,1010.7,10.0,5.4,8.9,21.0,0.0,0.0,0,0,0,0,0,0,485
1,2018,04,09,2018-04-09,38.0,48.9,32.0,15.2,1020.4,10.0,5.4,9.9,19.0,0.0,0.0,0,0,0,0,0,0,581
7,2017,04,30,2017-04-30,62.6,84.9,54.0,43.9,1021.9,10.0,5.4,9.9,17.1,0.0,0.0,0,0,0,0,0,0,439
5,2015,04,17,2015-04-17,60.5,71.1,52.0,48.6,1018.9,9.5,5.4,11.1,21.0,0.08,0.0,0,1,0,0,0,0,578
1,2013,04,15,2013-04-15,49.9,59.0,44.1,27.0,1025.8,10.0,5.5,11.1,14.0,0.0,0.0,0,0,0,0,0,0,505
5,2019,04,05,2019-04-05,42.0,60.1,37.9,17.6,1030.8,9.5,5.5,9.9,,0.0,0.0,0,1,0,0,0,0,643
6,2018,04,07,2018-04-07,45.7,62.1,37.0,23.7,1009.4,10.0,5.5,9.9,20.0,0.11,0.0,0,0,0,0,0,0,460
7,2013,04,21,2013-04-21,46.0,55.0,37.0,20.5,1031.4,10.0,5.5,9.9,19.0,0.06,0.0,0,0,0,0,0,0,381
2,2014,04,08,2014-04-08,52.6,64.0,43.0,44.1,1000.6,4.7,5.6,12.0,22.9,0.86,0.0,1,1,0,0,0,0,514
6,2016,04,23,2016-04-23,65.6,79.0,60.1,52.0,1009.7,8.2,5.6,12.0,19.0,0.15,0.0,0,1,0,0,0,0,285
3,2020,04,15,2020-04-15,47.7,60.1,42.1,23.4,1014.3,10.0,5.6,8.9,21.0,0.0,0.0,0,1,0,0,0,0,129
5,2020,04,17,2020-04-17,42.1,51.1,36.0,21.3,1023.3,10.0,5.6,13.0,20.0,0.0,0.0,0,1,0,0,0,0,146
1,2016,04,11,2016-04-11,50.9,64.9,30.9,32.5,1022.2,9.3,5.6,9.9,18.1,0.0,0.0,0,1,0,0,0,0,265
2,2013,04,16,2013-04-16,53.9,63.0,46.9,43.9,1026.2,10.0,5.6,9.9,22.9,0.0,0.0,0,0,0,0,0,0,492
4,2018,04,19,2018-04-19,45.0,55.0,37.0,33.7,1007.2,9.3,5.7,9.9,25.1,0.07,0.0,0,1,0,0,0,0,663
7,2018,04,01,2018-04-01,51.1,60.1,39.0,27.8,1016.3,10.0,5.7,11.1,19.0,0.0,0.0,0,0,0,0,0,0,380
2,2020,04,14,2020-04-14,54.1,66.9,46.9,32.0,1014.8,10.0,5.7,11.1,21.0,1.27,0.0,0,0,0,0,0,0,126
2,2017,04,11,2017-04-11,69.4,80.1,53.1,47.0,1019.5,10.0,5.7,9.9,20.0,0.0,0.0,0,0,0,0,0,0,486
1,2013,04,01,2013-04-01,49.3,62.1,44.1,40.8,1005.4,6.8,5.7,12.0,27.0,0.08,0.0,0,1,0,0,0,0,407
5,2018,04,13,2018-04-13,67.3,82.0,46.0,41.9,1010.7,10.0,5.7,9.9,20.0,0.0,0.0,0,0,0,0,0,0,699
2,2015,04,07,2015-04-07,54.9,63.0,42.1,41.0,1021.8,9.4,5.7,12.0,18.1,0.0,0.0,0,1,0,0,0,0,392
5,2014,04,11,2014-04-11,62.1,75.0,42.1,37.1,1015.6,10.0,5.7,9.9,17.1,0.0,0.0,0,0,0,0,0,0,523
1,2018,04,02,2018-04-02,39.4,60.1,33.1,25.8,1019.2,7.4,5.7,11.1,17.1,0.46,0.0,1,0,1,0,0,0,514
4,2014,04,10,2014-04-10,50.5,61.0,42.1,19.3,1019.3,10.0,5.8,14.0,20.0,0.0,0.0,0,0,0,0,0,0,552
2,2017,04,18,2017-04-18,57.4,73.9,50.0,32.0,1025.6,10.0,5.8,12.0,20.0,0.0,0.0,0,0,0,0,0,0,489
4,2016,04,07,2016-04-07,52.4,57.9,30.0,43.2,1006.9,9.3,5.8,11.1,22.9,0.0,0.0,0,1,0,0,0,0,247
7,2013,04,07,2013-04-07,46.2,54.0,39.9,31.0,1022.9,10.0,5.8,12.0,22.9,0.0,0.0,0,0,0,0,0,0,390
3,2016,04,20,2016-04-20,58.5,73.0,48.9,19.9,1022.6,10.0,5.8,11.1,15.9,0.0,0.0,0,0,0,0,0,0,284
1,2018,04,30,2018-04-30,48.0,59.0,44.1,31.6,1016.2,10.0,5.9,8.9,21.0,0.08,0.0,0,1,0,0,0,0,621
1,2019,04,15,2019-04-15,57.6,64.9,48.9,47.7,997.2,9.0,5.9,18.1,33.0,0.74,0.0,1,1,0,0,0,0,608
7,2017,04,16,2017-04-16,70.1,87.1,51.1,54.5,1014.3,9.7,6.0,11.1,26.0,0.0,0.0,0,1,0,0,0,0,442
3,2018,04,04,2018-04-04,46.7,55.9,39.0,39.0,1004.2,3.9,6.0,15.9,35.0,0.26,0.0,1,1,0,0,0,0,522
7,2020,04,19,2020-04-19,49.5,63.0,39.9,27.7,1011.5,10.0,6.0,9.9,22.0,0.1,0.0,0,0,0,0,0,0,92
1,2017,04,17,2017-04-17,69.3,87.1,59.0,45.6,1013.1,10.0,6.1,8.9,21.0,0.0,0.0,0,0,0,0,0,0,465
5,2013,04,19,2013-04-19,60.8,71.1,54.0,55.0,1012.8,7.9,6.1,12.0,21.0,0.0,0.0,0,0,0,0,0,0,473
4,2020,04,09,2020-04-09,51.6,64.0,48.9,42.1,997.5,9.7,6.1,18.1,33.0,0.12,0.0,0,1,0,0,0,0,96
4,2013,04,04,2013-04-04,39.9,53.1,33.1,16.4,1025.2,10.0,6.1,12.0,25.1,0.0,0.0,0,0,0,0,0,0,485
2,2017,04,04,2017-04-04,49.1,63.0,45.0,44.9,1005.7,6.5,6.2,11.1,18.1,1.2,0.0,0,1,0,0,0,0,557
7,2016,04,24,2016-04-24,56.2,71.1,46.9,23.4,1016.4,10.0,6.2,9.9,22.0,0.01,0.0,0,0,0,0,0,0,209
3,2018,04,18,2018-04-18,43.9,55.0,37.0,26.0,1008.1,10.0,6.2,14.0,24.1,0.0,0.0,0,0,0,0,0,0,610
4,2015,04,16,2015-04-16,58.0,72.0,51.1,21.0,1029.4,10.0,6.2,8.9,15.9,0.0,0.0,0,0,0,0,0,0,475
4,2019,04,04,2019-04-04,52.3,66.9,41.0,14.8,1026.5,10.0,6.2,11.1,22.9,0.0,0.0,0,0,0,0,0,0,607
6,2013,04,06,2013-04-06,43.1,53.1,35.1,13.2,1021.4,10.0,6.2,17.1,26.0,0.0,0.0,0,0,0,0,0,0,459
5,2015,04,03,2015-04-03,61.1,64.0,59.0,43.9,1010.6,9.1,6.3,11.1,22.0,0.0,0.0,0,1,0,0,0,0,404
3,2019,04,03,2019-04-03,51.6,66.9,39.0,28.3,1016.0,10.0,6.3,13.0,32.1,0.0,0.0,0,1,0,0,0,0,566
2,2016,04,19,2016-04-19,66.3,82.0,51.1,31.5,1016.0,10.0,6.4,12.0,24.1,0.0,0.0,0,0,0,0,0,0,330
1,2014,04,14,2014-04-14,67.3,77.0,54.0,52.2,1014.7,10.0,6.4,11.1,26.0,0.0,0.0,0,0,0,0,0,0,415
3,2017,04,19,2017-04-19,48.1,66.9,45.0,38.3,1032.0,10.0,6.5,11.1,20.0,0.0,0.0,0,1,0,0,0,0,543
5,2014,04,04,2014-04-04,44.4,54.0,39.9,35.3,1016.9,8.0,6.5,12.0,18.1,0.1,0.0,0,1,0,0,0,0,511
5,2017,04,21,2017-04-21,51.4,66.0,48.0,48.0,1014.5,8.0,6.6,8.9,17.1,0.31,0.0,0,1,0,0,0,0,658
7,2014,04,20,2014-04-20,52.1,68.0,41.0,26.1,1030.0,10.0,6.6,11.1,18.1,0.0,0.0,0,0,0,0,0,0,327
3,2014,04,23,2014-04-23,55.7,71.1,48.0,38.4,1001.6,9.9,6.6,13.0,26.0,0.01,0.0,0,0,0,0,0,0,452
1,2020,04,13,2020-04-13,57.3,66.0,44.1,53.4,1011.8,4.8,6.6,14.0,33.0,0.65,0.0,0,1,0,0,0,0,124
3,2014,04,09,2014-04-09,52.2,64.0,45.0,28.7,1005.7,10.0,6.6,13.0,21.0,0.34,0.0,0,0,0,0,0,0,509
2,2015,04,28,2015-04-28,59.0,71.1,48.9,34.1,1007.1,10.0,6.6,13.0,21.0,0.0,0.0,0,0,0,0,0,0,505
1,2020,04,27,2020-04-27,43.9,51.1,39.0,37.1,1011.3,9.4,6.7,9.9,20.0,0.22,0.0,0,1,0,0,0,0,127
5,2016,04,08,2016-04-08,47.3,57.9,42.1,29.0,1001.2,10.0,6.7,11.1,25.1,0.09,0.0,0,0,0,0,0,0,292
3,2017,04,26,2017-04-26,55.1,60.1,48.9,53.9,1009.2,4.5,6.8,14.0,26.0,1.2,0.0,0,1,0,0,0,0,592
1,2013,04,22,2013-04-22,47.6,55.0,41.0,29.9,1036.3,10.0,6.8,17.1,22.0,0.0,0.0,0,0,0,0,0,0,479
6,2019,04,27,2019-04-27,54.3,59.0,48.9,37.0,1000.2,8.8,6.9,15.0,28.9,1.03,0.0,0,1,0,0,0,0,472
2,2014,04,15,2014-04-15,58.5,75.0,44.1,53.5,1006.6,7.6,6.9,14.0,24.1,0.07,0.0,0,1,0,0,0,0,382
2,2014,04,29,2014-04-29,49.7,66.9,45.0,36.8,1025.0,10.0,7.1,12.0,20.0,0.0,0.0,0,1,0,0,0,0,472
7,2015,04,19,2015-04-19,58.7,80.1,50.0,27.8,1021.4,10.0,7.1,9.9,19.0,0.0,0.0,0,0,0,0,0,0,398
4,2014,04,17,2014-04-17,41.6,48.9,30.9,21.3,1037.7,10.0,7.2,11.1,19.0,0.05,0.0,0,0,0,0,0,0,416
3,2020,04,01,2020-04-01,45.8,55.9,37.9,28.8,1009.7,10.0,7.2,12.0,17.1,0.06,0.0,0,0,0,0,0,0,150
