"","day_num","max_temp_standardised","num_collisions"
"122","5",-1.15296845374876,602
"124","2",-0.962870670691215,542
"129","2",-1.57789290999504,571
"130","5",-1.74562624798699,600
"132","1",-0.62740399470731,568
"133","2",-0.286346207457008,531
"135","5",-1.18092401008075,660
"136","3",-1.63380402265902,611
"138","2",-1.18092401008075,637
"139","2",-1.13060400868317,408
"140","1",-2.24882626196285,669
"141","3",-1.52757290859745,578
"142","2",-0.739226220035278,559
"145","5",-1.52757290859745,599
"148","1",0.155351582588467,476
"149","6",0.155351582588467,439
"151","4",-1.24242623401113,491
"152","4",-1.29274623540872,521
"153","1",-1.24242623401113,545
"154","6",-1.29274623540872,456
"155","4",-1.57789290999504,666
"157","7",-0.962870670691215,485
"158","5",-1.46607068466707,560
"159","2",-1.29274623540872,500
"160","4",-1.57789290999504,597
"161","6",-0.521172880645741,510
"162","2",-0.962870670691215,734
"163","1",-1.96927069864293,720
"164","7",-0.521172880645741,381
"165","3",-1.79594624938458,399
"166","1",-1.41575068326949,355
"167","2",-0.962870670691215,513
"168","4",-0.62740399470731,563
"169","4",-0.912550669293629,413
"170","5",-0.571492882043326,522
"173","3",-1.79594624938458,480
"175","5",-1.63380402265902,702
"176","4",-1.46607068466707,395
"178","3",-0.739226220035278,629
"179","7",-1.07469289601918,393
"181","1",-1.13060400868317,459
"185","5",-1.29274623540872,645
"187","6",-0.739226220035278,563
"188","6",-1.46607068466707,428
"189","5",-1.41575068326949,598
"190","7",-0.521172880645741,532
"191","7",-1.74562624798699,429
"192","3",-1.57789290999504,623
"193","6",-0.409350655317773,465
"194","6",-2.18732403803247,558
"197","5",-0.236026206059422,704
"200","5",-1.41575068326949,561
"201","2",-0.851048445363247,516
"203","1",-1.13060400868317,521
"204","7",-0.739226220035278,451
"206","7",-1.24242623401113,428
"207","7",-1.29274623540872,406
"208","3",-2.36064848729082,649
"209","1",-1.18092401008075,511
"210","4",-0.962870670691215,555
"211","3",-1.63380402265902,596
"212","6",-1.29274623540872,422
"215","6",-1.3542484593391,596
"217","3",-0.739226220035278,590
"218","2",-1.41575068326949,381
"222","5",-2.29914626336043,674
"224","3",-0.962870670691215,670
"229","6",-2.0810929239709,475
"230","2",-1.63380402265902,640
"232","1",-1.29274623540872,496
"234","7",-2.64020405061074,475
"237","1",-0.571492882043326,518
"238","3",-1.3542484593391,549
"239","7",-1.68412402405661,517
"240","4",0.0435293572604984,646
"241","3",-2.47247071261878,616
"243","2",-1.0243728946216,579
"244","3",-1.63380402265902,506
"245","3",-1.3542484593391,495
"246","5",-0.0179728666698838,604
"247","7",-1.13060400868317,432
"248","2",-1.18092401008075,684
"249","3",-0.962870670691215,576
"252","5",-1.57789290999504,505
"253","2",-2.18732403803247,504
"254","6",-1.24242623401113,495
"255","5",-0.962870670691215,393
"256","6",-1.29274623540872,389
"257","5",-1.52757290859745,622
"259","1",-0.962870670691215,449
"260","4",-2.4221507112212,554
"262","7",-2.29914626336043,494
"264","7",-2.0810929239709,465
"266","1",-0.571492882043326,531
"267","4",-1.63380402265902,634
"268","2",-2.18732403803247,654
"269","1",-1.46607068466707,601
"270","4",-1.18092401008075,552
"271","5",-1.29274623540872,442
"272","4",-1.18092401008075,602
"273","6",-1.24242623401113,501
"274","2",-1.13060400868317,404
"279","3",-1.13060400868317,454
"280","7",-0.409350655317773,388
"281","5",-1.24242623401113,563
"282","2",-1.46607068466707,613
"284","1",-2.47247071261878,453
"285","1",-1.24242623401113,390
"286","4",-0.851048445363247,547
"287","6",-1.05232845095359,554
"288","1",-1.96927069864293,523
"289","5",-1.79594624938458,751
"290","7",-1.29274623540872,360
"291","6",-1.79594624938458,481
"292","1",-1.29274623540872,481
"293","7",-2.18732403803247,406
"295","3",-1.74562624798699,458
"296","3",-2.53397293654917,545
"297","6",-0.739226220035278,530
"301","5",-1.18092401008075,583
"302","6",-0.236026206059422,603
"303","6",-0.789546221432864,484
"304","7",0.216853806518849,391
"307","7",-0.34784843138739,462
"309","3",-0.286346207457008,615
"310","2",-1.91895069724534,544
"314","4",-2.36064848729082,573
"316","4",-0.236026206059422,592
"317","4",-1.96927069864293,464
"320","1",-0.34784843138739,680
"321","3",-1.18092401008075,605
"322","3",-2.36064848729082,538
"324","6",-2.58429293794675,599
"326","7",-0.677723996104896,393
"327","1",-0.521172880645741,498
"328","4",-1.79594624938458,603
"329","1",-1.68412402405661,484
"330","5",-2.26000848449564,423
"331","2",-1.91895069724534,662
"332","5",-0.912550669293629,566
"334","2",-1.18092401008075,564
"335","5",-2.03077292257331,700
"336","2",-1.24242623401113,659
"337","6",-1.52757290859745,526
"339","6",-1.96927069864293,402
"340","2",-1.63380402265902,491
"341","1",-1.0243728946216,667
"342","2",-1.29274623540872,527
"343","7",-1.0243728946216,439
"344","6",-0.34784843138739,535
"345","3",-1.3542484593391,639
"346","6",-1.46607068466707,540
"347","5",-2.47247071261878,651
"348","5",-0.571492882043326,661
"349","2",-0.0179728666698838,570
"350","4",-1.07469289601918,664
"351","7",-0.739226220035278,490
"352","4",-1.57789290999504,699
"353","5",-0.739226220035278,546
"354","3",-1.63380402265902,529
"355","6",-1.18092401008075,439
"356","6",-1.74562624798699,577
"357","5",-0.34784843138739,616
"358","1",-1.52757290859745,568
"359","4",-1.07469289601918,588
"360","2",-1.52757290859745,687
"361","1",-1.29274623540872,406
"362","3",-1.63380402265902,615
"363","2",-1.24242623401113,670
"364","3",-0.0179728666698838,615
"365","1",-1.0243728946216,700
"366","7",-1.68412402405661,445
"367","7",-1.0243728946216,401
"368","4",-0.739226220035278,597
"369","1",-0.236026206059422,651
"370","7",-1.24242623401113,519
"371","2",-1.25360845654393,613
"372","6",-1.18092401008075,409
"373","4",-0.0179728666698838,581
"374","6",-1.18092401008075,507
"375","6",-0.851048445363247,549
"376","2",-0.286346207457008,464
"377","7",-1.96927069864293,445
"379","7",-0.174523982129039,479
"380","2",-0.174523982129039,527
"381","2",-0.962870670691215,458
"383","3",-1.79594624938458,626
"384","3",-1.18092401008075,570
"387","7",-0.521172880645741,417
"388","2",-0.34784843138739,591
"389","1",-1.13060400868317,475
"390","4",-1.07469289601918,504
"395","2",-1.41575068326949,545
"396","7",-1.63380402265902,400
"397","2",-0.34784843138739,711
"398","1",-0.174523982129039,493
"400","3",-0.459670656715358,477
"401","6",-1.52757290859745,449
"404","1",-0.739226220035278,557
"405","7",-1.63380402265902,361
"407","6",-1.96927069864293,538
"408","2",-0.521172880645741,631
"409","3",-1.46607068466707,566
"411","1",-0.912550669293629,435
"412","3",-0.677723996104896,671
"414","7",-1.91895069724534,450
"415","7",-0.521172880645741,392
"416","3",-1.46607068466707,537
"417","4",-1.07469289601918,631
"419","7",-1.13060400868317,541
"420","4",-0.789546221432864,517
"421","3",-0.174523982129039,673
"422","2",-2.13700403663488,620
"423","3",-1.13060400868317,552
"426","7",-1.0243728946216,423
"427","3",-1.29274623540872,585
"428","7",-1.13060400868317,391
"435","4",-0.286346207457008,645
"436","7",-0.62740399470731,414
"437","3",-1.0243728946216,574
"438","6",-1.41575068326949,440
"440","2",-1.46607068466707,518
"441","6",-0.124203980731454,570
"443","4",-1.13060400868317,594
"445","5",-1.68412402405661,504
"446","7",-0.236026206059422,481
"451","6",-1.85744847331496,424
"452","6",-0.962870670691215,511
"455","5",-1.68412402405661,583
"456","2",0.0938493586580844,535
"457","6",-0.571492882043326,540
"459","1",-0.571492882043326,615
"462","4",-1.41575068326949,526
"463","3",-1.0243728946216,603
"464","5",-1.85744847331496,703
"465","3",-0.236026206059422,432
"466","6",-2.03077292257331,517
"468","6",-1.85744847331496,436
"469","4",-0.851048445363247,556
"471","7",-1.18092401008075,472
"472","3",-0.459670656715358,579
"473","3",-0.236026206059422,654
"474","2",-1.46607068466707,571
"475","4",-1.0243728946216,586
"476","2",-1.96927069864293,566
"477","7",-1.18092401008075,373
"479","3",0.720053820494705,601
"482","4",-1.79594624938458,569
"483","5",-0.571492882043326,604
"484","3",-1.79594624938458,511
"486","6",-1.18092401008075,553
"487","1",-0.34784843138739,716
"488","4",-1.68412402405661,526
"489","1",-1.13060400868317,490
"490","2",-1.18092401008075,537
"491","3",-2.18732403803247,640
"492","4",-0.34784843138739,609
"493","2",-1.46607068466707,613
"494","5",-0.174523982129039,582
"495","5",0.267173807916435,657
"496","3",-0.677723996104896,449
"497","1",-1.0243728946216,572
"498","1",-0.459670656715358,559
"499","4",-0.962870670691215,448
"500","2",-2.03077292257331,636
"501","5",-1.13060400868317,609
"503","6",-1.3542484593391,388
"505","5",-1.57789290999504,532
"506","6",-1.29274623540872,604
"508","2",-0.912550669293629,626
"510","7",-1.18092401008075,387
"514","6",0.267173807916435,573
"515","1",-1.91895069724534,678
"516","3",-0.962870670691215,438
"517","1",-1.85744847331496,491
"519","2",-1.41575068326949,688
"521","2",-0.571492882043326,483
"522","1",-0.962870670691215,568
"523","1",-0.174523982129039,543
"524","3",-1.13060400868317,653
"525","6",-1.0243728946216,449
"526","7",-0.571492882043326,448
"530","5",-1.85744847331496,675
"531","1",-0.0179728666698838,428
"532","4",-1.74562624798699,571
"533","6",-0.851048445363247,407
"534","3",-1.57789290999504,628
"535","2",-0.912550669293629,477
"536","6",-0.62740399470731,587
"538","5",-1.41575068326949,548
"539","7",-1.41575068326949,394
"540","7",-0.0179728666698838,438
"541","4",-1.57789290999504,592
"542","1",-0.677723996104896,540
"543","2",-2.4221507112212,580
"544","4",-1.13060400868317,616
"545","6",-0.236026206059422,555
"546","4",-1.57789290999504,539
"548","4",-0.571492882043326,544
"549","5",-1.74562624798699,655
"551","3",-0.962870670691215,477
"552","1",-1.96927069864293,553
"553","5",-0.951688448158418,545
"554","7",-1.29274623540872,429
"555","4",-1.24242623401113,569
"556","6",-1.29274623540872,521
"557","6",-2.03077292257331,534
"561","3",-1.68412402405661,468
"562","2",-0.789546221432864,428
"563","7",-0.962870670691215,439
"564","7",-0.286346207457008,509
"565","5",-1.52757290859745,531
"567","6",-1.41575068326949,516
"569","2",-0.649768439772904,615
"572","5",-1.91895069724534,628
"576","3",-0.62740399470731,525
"577","5",-1.13060400868317,617
"580","1",-1.07469289601918,706
"581","4",0.720053820494705,550
"584","1",-1.63380402265902,680
"586","4",-0.236026206059422,663
"588","5",-1.18092401008075,632
"591","6",-1.3542484593391,478
"592","1",-0.236026206059422,616
"593","7",-1.0243728946216,426
"594","2",-1.13060400868317,498
"595","2",-1.74562624798699,740
"597","5",-0.521172880645741,604
"599","2",-1.18092401008075,513
"601","5",-0.912550669293629,607
"602","6",-1.41575068326949,466
"603","6",-1.29274623540872,456
"605","5",-2.13700403663488,652
"607","1",-0.62740399470731,569
"608","7",-0.124203980731454,462
"610","6",-1.74562624798699,541
"611","3",-1.41575068326949,610
"613","4",-1.46607068466707,622
"614","6",-1.85744847331496,403
"616","2",-1.41575068326949,571
"618","1",-1.68412402405661,398
"619","5",-1.18092401008075,708
"620","5",-1.41575068326949,476
"621","7",-1.57789290999504,464
"622","5",-1.3542484593391,680
"623","5",-1.74562624798699,574
"624","1",-2.24882626196285,402
"627","1",-1.24242623401113,574
"629","5",-1.41575068326949,757
"630","4",-1.0243728946216,652
"631","4",-1.74562624798699,498
"632","4",-0.174523982129039,507
"633","5",-1.24242623401113,530
"634","5",-1.41575068326949,792
"635","4",-1.79594624938458,515
"636","6",-2.13700403663488,480
"638","1",-1.0243728946216,501
"639","7",-1.68412402405661,447
"640","1",-1.57789290999504,547
"641","5",-2.13700403663488,621
"642","3",-1.13060400868317,510
"643","1",-1.41575068326949,642
"644","5",-1.74562624798699,703
"645","4",-0.962870670691215,581
"646","4",-1.63380402265902,447
"647","3",-1.0243728946216,550
"648","7",-1.85744847331496,454
"649","2",-0.739226220035278,623
"650","3",-0.521172880645741,660
"652","5",-1.46607068466707,652
"653","3",-1.85744847331496,589
"654","6",-0.912550669293629,523
"655","7",-1.29274623540872,503
"656","6",-1.3542484593391,642
"657","2",-1.52757290859745,639
"658","5",-1.74562624798699,711
"659","1",-1.29274623540872,503
"660","7",-0.912550669293629,462
"661","1",-0.677723996104896,645
"662","4",-1.85744847331496,556
"663","4",-0.677723996104896,644
"664","5",0.546729371236355,673
"665","5",-0.34784843138739,563
"666","3",0.658551596564323,660
"667","4",-0.236026206059422,525
"668","3",-0.677723996104896,584
"670","4",-0.459670656715358,611
"671","4",-0.677723996104896,613
"674","7",-1.91895069724534,693
"675","2",-0.789546221432864,565
"676","1",-1.13060400868317,618
"677","6",0.267173807916435,516
"678","3",-0.0179728666698838,629
"680","7",-1.18092401008075,500
"686","1",-1.07469289601918,575
"689","3",-1.57789290999504,491
"691","2",-0.851048445363247,627
"692","5",0.378996033244403,546
"694","5",-0.174523982129039,580
"695","2",0.0938493586580844,632
"696","2",-0.62740399470731,584
"697","3",0.0435293572604984,515
"698","1",-0.286346207457008,526
"699","6",-1.57789290999504,497
"701","3",-1.0243728946216,562
"702","2",-0.34784843138739,636
"704","3",-0.912550669293629,538
"705","4",-0.459670656715358,456
"706","3",-0.739226220035278,629
"708","7",-0.174523982129039,435
"713","2",-0.739226220035278,637
"716","6",-0.34784843138739,513
"719","6",-0.789546221432864,507
"722","7",-0.912550669293629,464
"725","7",-0.789546221432864,415
"727","6",-0.459670656715358,540
"728","2",-1.46607068466707,474
"731","7",-0.571492882043326,459
"732","2",-1.0243728946216,676
"733","4",-0.236026206059422,619
"736","2",-1.13060400868317,601
"737","5",-0.459670656715358,654
"738","1",-0.62740399470731,661
"739","1",-1.63380402265902,792
"740","5",-0.174523982129039,532
"741","1",-0.739226220035278,750
"742","1",-1.0243728946216,686
"746","1",-0.677723996104896,629
"747","2",-0.62740399470731,374
"750","2",-1.85744847331496,532
"751","4",-0.0179728666698838,612
"753","4",0.720053820494705,629
"754","6",0.155351582588467,625
"756","7",0.267173807916435,450
"757","3",0.267173807916435,571
"758","2",-0.677723996104896,425
"759","3",-0.34784843138739,565
"760","7",-0.286346207457008,466
"763","2",-0.0179728666698838,510
"764","7",-0.62740399470731,426
"765","1",-0.739226220035278,529
"767","7",-1.52757290859745,426
"769","1",-0.789546221432864,513
"771","7",-1.13060400868317,465
"772","4",-0.789546221432864,549
"774","6",-1.0243728946216,521
"775","4",-0.677723996104896,624
"777","2",-1.46607068466707,631
"778","4",-1.24242623401113,508
"779","3",-0.912550669293629,562
"780","3",-0.789546221432864,441
"783","5",-0.851048445363247,732
"784","1",-0.409350655317773,562
"786","5",-1.13060400868317,603
"788","3",-0.521172880645741,650
"792","2",-0.34784843138739,550
"793","5",-0.236026206059422,530
"794","6",-1.3542484593391,601
"795","2",-0.62740399470731,628
"796","6",-0.459670656715358,515
"797","3",-0.0179728666698838,473
"798","6",-0.789546221432864,550
"799","2",-0.677723996104896,592
"803","4",-0.521172880645741,529
"805","1",-1.46607068466707,650
"807","4",-0.851048445363247,703
"808","5",0.770373821892291,672
"811","6",-1.13060400868317,507
"812","3",-0.34784843138739,609
"813","6",-0.174523982129039,589
"814","3",-1.13060400868317,574
"815","4",-1.24242623401113,830
"816","1",-0.677723996104896,522
"817","1",-1.24242623401113,586
"818","4",-1.24242623401113,582
"819","6",-0.174523982129039,571
"820","1",-0.851048445363247,710
"821","7",-0.962870670691215,526
"822","7",-0.459670656715358,404
"823","5",-1.0243728946216,609
"824","6",-0.124203980731454,493
"825","3",-0.286346207457008,672
"826","1",-1.41575068326949,440
"829","7",-0.34784843138739,408
"831","2",-1.24242623401113,551
"832","5",-0.571492882043326,520
"833","7",-1.0243728946216,451
"835","7",-0.409350655317773,419
"836","6",-1.52757290859745,578
"837","4",-1.46607068466707,633
"839","3",-0.677723996104896,636
"840","6",0.378996033244403,530
"841","4",-1.63380402265902,625
"842","5",-1.24242623401113,570
"843","7",-0.124203980731454,427
"844","7",-1.07469289601918,505
"845","6",-0.571492882043326,569
"847","5",-0.677723996104896,612
"848","6",-1.41575068326949,474
"849","3",0.328676031846817,621
"852","5",-0.789546221432864,673
"855","5",-1.0243728946216,756
"856","1",-1.18092401008075,616
"857","5",-1.07469289601918,585
"858","7",-1.57789290999504,489
"859","4",0.378996033244403,652
"861","1",-0.286346207457008,571
"862","3",-1.18092401008075,525
"863","5",-1.46607068466707,685
"865","6",-1.07469289601918,459
"866","6",-1.0243728946216,504
"867","5",-1.29274623540872,751
"868","1",-1.29274623540872,547
"869","4",-0.286346207457008,639
"871","2",0.378996033244403,450
"873","1",-0.851048445363247,617
"874","5",-1.41575068326949,745
"875","7",-1.18092401008075,423
"876","1",-1.3542484593391,498
"877","5",-0.739226220035278,753
"878","2",-0.236026206059422,662
"879","1",-1.13060400868317,679
"882","7",-1.41575068326949,502
"883","6",-0.174523982129039,569
"884","1",-0.62740399470731,556
"885","6",-0.236026206059422,371
"886","4",-0.62740399470731,627
"888","2",-0.459670656715358,547
"889","2",-0.521172880645741,610
"890","6",-0.409350655317773,519
"891","2",-0.571492882043326,628
"893","1",-0.174523982129039,658
"894","4",-1.18092401008075,538
"895","1",0.378996033244403,546
"896","5",-1.57789290999504,533
"897","6",-0.962870670691215,515
"899","4",-0.851048445363247,760
"901","7",-0.789546221432864,491
"902","2",-0.459670656715358,528
"903","2",-1.0243728946216,597
"905","5",-0.124203980731454,644
"906","7",-1.0243728946216,432
"907","2",-0.912550669293629,527
"908","3",-1.13060400868317,540
"911","5",0.216853806518849,551
"912","7",-0.409350655317773,412
"913","5",-1.0243728946216,607
"917","2",-1.24242623401113,578
"919","1",-1.29274623540872,519
"920","5",-1.3542484593391,604
"921","1",-1.63380402265902,623
"922","1",-0.62740399470731,378
"923","2",-0.459670656715358,608
"924","6",-1.29274623540872,567
"925","4",-1.46607068466707,839
"926","4",-0.34784843138739,586
"927","7",-1.13060400868317,456
"928","7",-2.03077292257331,516
"930","6",-0.962870670691215,562
"933","4",0.328676031846817,635
"935","6",-1.46607068466707,536
"936","4",-1.46607068466707,558
"937","2",-0.677723996104896,586
"941","1",-0.521172880645741,559
"942","5",-0.62740399470731,589
"944","6",-1.07469289601918,488
"945","4",-0.236026206059422,665
"947","5",-0.962870670691215,753
"950","6",-1.91895069724534,548
"952","1",-1.29274623540872,597
"953","3",-1.0243728946216,517
"954","6",-0.0179728666698838,550
"955","2",-1.24242623401113,559
"956","3",-0.34784843138739,540
"957","7",-1.07469289601918,479
"958","7",-0.789546221432864,459
"959","7",-0.912550669293629,457
"960","5",-0.912550669293629,718
"961","3",-0.571492882043326,653
"963","3",-1.3542484593391,652
"964","7",-1.0243728946216,550
"965","4",-1.18092401008075,557
"966","6",-0.912550669293629,609
"968","3",-0.34784843138739,617
"969","4",-0.962870670691215,689
"970","1",-0.174523982129039,640
"971","3",-1.46607068466707,477
"972","3",-1.46607068466707,547
"973","7",-0.34784843138739,437
"975","2",-1.63380402265902,374
"976","6",-0.912550669293629,530
"977","4",0.267173807916435,653
"980","3",-1.46607068466707,563
"981","3",-1.85744847331496,650
"985","4",-1.3542484593391,535
"986","3",-1.18092401008075,475
"987","4",-0.521172880645741,545
"992","2",-0.174523982129039,683
"994","2",-0.286346207457008,587
"995","4",0.267173807916435,688
"996","7",0.155351582588467,487
"998","2",0.658551596564323,592
"999","3",-0.286346207457008,519
"1001","1",0.770373821892291,594
"1002","7",0.658551596564323,457
"1003","3",0.831876045822673,540
"1008","7",0.546729371236355,568
"1009","6",0.155351582588467,604
"1010","4",0.0435293572604984,632
"1016","2",-0.739226220035278,553
"1017","5",0.0938493586580844,675
"1020","6",0.658551596564323,599
"1021","7",0.0435293572604984,398
"1022","5",0.267173807916435,690
"1024","3",-0.0179728666698838,587
"1028","1",-0.286346207457008,565
"1029","1",0.0435293572604984,541
"1030","6",0.831876045822673,605
"1032","1",0.938107159884243,687
"1036","7",-0.409350655317773,395
"1037","4",-0.124203980731454,540
"1039","4",0.0938493586580844,592
"1042","4",0.216853806518849,518
"1043","5",0.0435293572604984,515
"1045","6",0.0435293572604984,456
"1046","5",0.0435293572604984,500
"1048","5",0.155351582588467,688
"1049","5",0.831876045822673,551
"1050","6",0.216853806518849,597
"1051","1",-0.124203980731454,646
"1054","7",0.0435293572604984,443
"1055","3",-0.789546221432864,612
"1056","2",-1.24242623401113,551
"1058","7",0.216853806518849,440
"1059","1",0.155351582588467,554
"1060","7",-0.459670656715358,472
"1061","5",-0.0179728666698838,733
"1062","1",0.155351582588467,675
"1063","1",-0.174523982129039,510
"1066","1",0.0938493586580844,521
"1067","1",0.0938493586580844,597
"1069","4",-0.286346207457008,537
"1070","6",0.155351582588467,587
"1072","1",0.216853806518849,488
"1073","5",0.770373821892291,741
"1074","6",0.546729371236355,578
"1075","4",0.267173807916435,729
"1076","2",0.155351582588467,671
"1077","2",0.155351582588467,542
"1078","6",0.155351582588467,525
"1079","2",-0.124203980731454,537
"1084","6",-0.459670656715358,551
"1088","4",-0.124203980731454,610
"1089","6",-0.409350655317773,555
"1093","3",0.0435293572604984,621
"1094","3",0.597049372633941,580
"1096","7",-0.459670656715358,505
"1098","1",0.434907145908387,582
"1099","1",0.0435293572604984,522
"1100","4",0.597049372633941,590
"1101","3",-0.34784843138739,700
"1104","5",-0.124203980731454,617
"1105","6",0.0435293572604984,495
"1107","6",1.1002493866098,661
"1108","7",0.0938493586580844,568
"1109","5",-0.521172880645741,486
"1110","2",0.938107159884243,613
"1111","2",0.328676031846817,459
"1112","7",-0.236026206059422,484
"1114","7",0.0435293572604984,517
"1115","7",0.0938493586580844,541
"1116","5",-0.34784843138739,517
"1117","3",0.720053820494705,679
"1118","3",-0.174523982129039,510
"1119","3",0.0435293572604984,626
"1120","1",-0.459670656715358,598
"1121","7",-0.851048445363247,499
"1122","6",0.267173807916435,517
"1123","1",-0.236026206059422,533
"1125","4",0.0938493586580844,653
"1128","6",0.155351582588467,679
"1129","2",-0.789546221432864,668
"1130","3",0.216853806518849,598
"1131","3",0.328676031846817,595
"1132","4",-0.0682928680674697,553
"1136","5",-0.174523982129039,515
"1137","3",-0.789546221432864,648
"1139","7",0.658551596564323,482
"1140","5",-0.0682928680674697,582
"1141","5",0.770373821892291,702
"1143","7",-0.236026206059422,422
"1144","4",0.434907145908387,694
"1145","4",-0.174523982129039,489
"1147","7",-0.0682928680674697,477
"1149","3",0.216853806518849,568
"1151","3",0.658551596564323,515
"1153","1",-0.0682928680674697,558
"1154","1",-0.851048445363247,683
"1156","2",0.155351582588467,576
"1157","4",-0.286346207457008,517
"1158","7",-0.124203980731454,514
"1159","3",-0.962870670691215,628
"1160","6",-0.0179728666698838,581
"1161","1",0.485227147305973,634
"1162","4",0.0435293572604984,583
"1163","6",-0.851048445363247,557
"1165","4",-0.174523982129039,674
"1167","6",0.938107159884243,624
"1168","2",-0.286346207457008,549
"1169","6",0.0938493586580844,548
"1171","5",-0.912550669293629,496
"1172","7",0.0938493586580844,449
"1173","2",-0.0682928680674697,645
"1175","2",0.216853806518849,479
"1177","3",0.328676031846817,535
"1178","6",-0.124203980731454,584
"1179","3",-0.286346207457008,633
"1180","2",-0.0179728666698838,638
"1181","7",1.1002493866098,470
"1182","6",-0.174523982129039,592
"1183","1",-0.912550669293629,625
"1184","5",0.328676031846817,679
"1186","6",-0.174523982129039,487
"1187","7",-0.571492882043326,471
"1188","1",-0.34784843138739,603
"1190","5",-0.286346207457008,701
"1192","6",0.770373821892291,649
"1194","1",-0.0179728666698838,624
"1195","2",-0.124203980731454,564
"1197","2",-0.0682928680674697,606
"1199","5",0.546729371236355,609
"1200","1",-0.286346207457008,562
"1201","1",-0.174523982129039,479
"1202","7",-0.286346207457008,399
"1203","4",-0.571492882043326,706
"1204","2",-0.124203980731454,452
"1205","5",0.938107159884243,755
"1206","2",0.831876045822673,519
"1209","4",-0.236026206059422,645
"1210","4",-0.409350655317773,630
"1211","7",-0.62740399470731,451
"1212","3",0.434907145908387,697
"1213","2",0.485227147305973,516
"1215","1",-0.34784843138739,656
"1217","1",-0.0179728666698838,657
"1219","7",1.22325383447056,481
"1221","3",-0.521172880645741,554
"1223","4",-0.677723996104896,566
"1224","5",0.328676031846817,570
"1225","1",1.22325383447056,488
"1226","2",-0.124203980731454,598
"1228","6",-0.677723996104896,531
"1229","7",0.328676031846817,448
"1230","4",0.0938493586580844,660
"1231","4",0.378996033244403,560
"1232","3",-0.571492882043326,662
"1234","3",0.0938493586580844,613
"1235","5",-0.0682928680674697,491
"1236","2",0.938107159884243,732
"1237","1",0.658551596564323,514
"1238","5",-0.62740399470731,622
"1239","3",0.0938493586580844,580
"1240","7",0.155351582588467,393
"1241","5",0.0435293572604984,690
"1242","3",-0.0682928680674697,595
"1243","3",0.328676031846817,536
"1246","2",0.328676031846817,613
"1248","5",-0.409350655317773,696
"1253","1",-0.571492882043326,565
"1254","3",-0.286346207457008,630
"1259","6",-0.34784843138739,526
"1262","2",0.546729371236355,452
"1264","2",0.0938493586580844,555
"1267","7",0.831876045822673,471
"1270","1",-0.0682928680674697,630
"1271","4",-0.912550669293629,508
"1273","3",-0.124203980731454,570
"1274","5",-0.739226220035278,676
"1275","1",-1.13060400868317,602
"1277","6",-0.0682928680674697,507
"1278","7",-0.912550669293629,468
"1282","4",0.720053820494705,640
"1284","6",0.0435293572604984,532
"1286","2",-0.286346207457008,600
"1287","3",-0.739226220035278,651
"1288","4",-0.739226220035278,713
"1290","6",-0.459670656715358,576
"1291","5",-0.851048445363247,707
"1292","6",-0.677723996104896,580
"1293","2",-1.29274623540872,672
"1297","4",-0.62740399470731,612
"1298","4",-0.174523982129039,586
"1300","2",-0.677723996104896,513
"1302","5",-0.677723996104896,694
"1303","6",-0.459670656715358,627
"1304","2",-1.0243728946216,437
"1305","2",0.0435293572604984,638
"1307","3",-1.07469289601918,532
"1308","4",-1.13060400868317,452
"1311","3",-1.18092401008075,457
"1312","4",-0.521172880645741,531
"1315","2",-0.286346207457008,723
"1316","5",-0.912550669293629,649
"1318","6",-0.962870670691215,591
"1319","7",-0.789546221432864,585
"1320","7",-0.739226220035278,510
"1322","1",-0.34784843138739,741
"1328","7",-0.247208428592219,510
"1334","1",0.0547115797932954,742
"1335","5",-0.0179728666698838,766
"1336","3",0.155351582588467,676
"1341","6",0.356631588178809,589
"1343","6",0.328676031846817,553
"1344","2",0.770373821892291,689
"1345","3",0.882196047220259,729
"1346","2",1.33507605979853,809
"1347","4",0.434907145908387,694
"1348","1",0.267173807916435,689
"1349","4",0.328676031846817,732
"1350","2",0.485227147305973,647
"1354","5",0.831876045822673,765
"1355","1",0.546729371236355,695
"1357","5",0.546729371236355,650
"1359","3",0.938107159884243,574
"1362","2",0.831876045822673,606
"1363","4",0.831876045822673,684
"1364","1",1.1002493866098,581
"1365","3",0.658551596564323,711
"1366","6",0.546729371236355,650
"1367","2",0.658551596564323,736
"1368","5",0.434907145908387,660
"1369","3",0.546729371236355,669
"1370","5",1.49162717525769,723
"1371","1",0.720053820494705,652
"1372","4",0.720053820494705,698
"1373","4",0.720053820494705,668
"1375","7",0.831876045822673,472
"1376","1",0.658551596564323,658
"1377","7",0.988427161281829,543
"1380","4",0.988427161281829,770
"1382","7",0.597049372633941,547
"1383","6",0.0938493586580844,506
"1384","7",-0.124203980731454,529
"1385","4",0.658551596564323,663
"1387","1",-0.34784843138739,589
"1388","3",1.33507605979853,708
"1389","7",0.988427161281829,549
"1390","2",0.720053820494705,695
"1391","2",0.216853806518849,659
"1392","2",-0.236026206059422,647
"1396","2",0.0938493586580844,686
"1397","4",0.378996033244403,585
"1398","5",0.938107159884243,709
"1406","1",0.882196047220259,626
"1407","4",0.0938493586580844,615
"1408","7",0.831876045822673,555
"1411","4",0.485227147305973,593
"1412","3",0.0938493586580844,686
"1414","4",0.831876045822673,744
"1415","6",0.485227147305973,540
"1417","7",0.216853806518849,618
"1419","2",1.27357383586815,778
"1421","1",1.22325383447056,471
"1422","6",1.33507605979853,601
