day_num,year,month,day,collision_date,temp,max_temp,min_temp,humidity,mean_sea_level_pressure,visibility,mean_wind_speed,maximum_sustained_wind_speed,maximum_wind_gust,total_precipitation,snow_depth_inches,num_collisions
5,2020,06,26,2020-06-26,77.3,87.1,69.1,56.4,1013.9,10.0,2.8,6.0,,0.0,0.0,337
4,2020,06,25,2020-06-25,77.6,87.1,72.0,53.8,1013.3,10.0,2.8,6.0,,0.0,0.0,251
6,2020,10,31,2020-10-31,39.0,46.9,32.0,29.8,1030.6,10.0,2.8,6.0,,0.21,0.0,334
2,2020,01,14,2020-01-14,42.3,46.0,37.0,36.2,1027.0,7.7,2.9,8.0,,0.0,0.0,497
5,2020,07,03,2020-07-03,82.4,91.9,68.0,65.0,1009.6,9.5,2.9,11.1,15.0,0.0,0.0,302
4,2020,04,23,2020-04-23,44.5,52.0,36.0,18.7,1017.0,10.0,2.9,6.0,,0.0,0.0,108
6,2020,10,24,2020-10-24,64.2,69.1,57.0,56.9,1014.2,9.9,2.9,8.0,17.1,0.0,0.0,301
3,2020,06,24,2020-06-24,78.7,87.1,73.9,62.5,1005.6,9.2,2.9,8.0,,0.0,0.0,300
3,2020,09,02,2020-09-02,73.1,79.0,66.0,69.0,1014.0,8.0,2.9,6.0,,0.16,0.0,309
4,2020,09,10,2020-09-10,76.2,82.0,69.1,72.0,1023.7,7.6,2.9,5.1,,0.29,0.0,347
2,2020,08,11,2020-08-11,81.6,91.9,75.9,72.6,1014.5,9.9,3.0,6.0,,0.0,0.0,317
6,2020,09,05,2020-09-05,72.3,84.9,64.9,49.8,1020.2,10.0,3.0,7.0,,0.0,0.0,362
7,2020,09,06,2020-09-06,72.6,82.0,64.9,56.0,1021.4,10.0,3.0,5.1,,0.0,0.0,293
5,2020,10,16,2020-10-16,59.0,66.0,50.0,55.0,1017.1,7.8,3.0,9.9,15.9,0.0,0.0,304
5,2020,08,07,2020-08-07,73.2,82.0,66.0,63.2,1019.7,8.2,3.1,7.0,,0.19,0.0,337
3,2020,11,11,2020-11-11,67.1,73.9,60.1,62.2,1018.3,8.9,3.1,7.0,,0.0,0.0,300
2,2020,09,22,2020-09-22,59.4,71.1,48.0,36.3,1021.4,10.0,3.1,6.0,15.9,0.0,0.0,307
1,2020,08,17,2020-08-17,71.1,81.0,64.0,61.4,1012.7,10.0,3.1,8.0,,0.15,0.0,288
5,2020,07,24,2020-07-24,77.0,86.0,72.0,70.5,1017.4,9.8,3.1,8.9,17.1,0.02,0.0,312
5,2020,10,02,2020-10-02,60.4,72.0,55.0,48.2,1014.8,9.7,3.1,6.0,,0.02,0.0,350
4,2020,08,27,2020-08-27,76.8,90.0,66.0,62.1,1009.0,9.8,3.2,12.0,24.1,0.06,0.0,343
7,2020,07,19,2020-07-19,83.8,93.9,72.0,68.0,1013.9,10.0,3.2,7.0,,0.0,0.0,313
6,2020,11,07,2020-11-07,64.2,73.9,55.9,43.3,1024.0,10.0,3.2,6.0,,0.0,0.0,329
3,2020,11,04,2020-11-04,50.7,62.1,39.9,34.9,1029.5,10.0,3.2,7.0,,0.0,0.0,302
1,2020,07,13,2020-07-13,78.1,87.1,70.0,64.2,1008.3,9.8,3.3,7.0,14.0,0.06,0.0,290
2,2020,09,01,2020-09-01,70.9,77.0,63.0,63.8,1019.4,8.5,3.3,8.0,15.0,0.12,0.0,337
1,2020,12,14,2020-12-14,41.7,62.1,35.1,33.0,1014.5,8.7,3.3,8.0,,0.0,0.0,250
4,2020,02,13,2020-02-13,40.1,46.0,37.0,35.9,1010.6,5.2,3.3,8.0,,0.36,0.0,504
1,2020,08,31,2020-08-31,69.7,79.0,63.0,54.0,1017.2,10.0,3.3,8.0,,0.0,0.0,294
6,2020,08,29,2020-08-29,75.5,84.9,71.1,70.3,1003.5,10.0,3.4,7.0,15.9,0.0,0.0,291
6,2020,07,11,2020-07-11,76.5,82.9,72.0,72.9,1004.4,7.3,3.4,8.0,20.0,2.55,0.0,274
1,2020,02,17,2020-02-17,43.8,51.1,30.0,22.7,1022.2,10.0,3.4,6.0,,0.0,0.0,339
7,2020,10,04,2020-10-04,58.2,66.9,51.1,44.7,1023.7,10.0,3.4,7.0,,0.0,0.0,269
1,2020,06,29,2020-06-29,75.7,90.0,64.9,64.8,1008.4,9.3,3.4,13.0,41.0,0.11,0.0,301
4,2020,07,16,2020-07-16,72.6,82.0,70.0,61.8,1025.2,10.0,3.5,7.0,,0.0,0.0,322
1,2020,09,14,2020-09-14,71.8,75.0,61.0,57.5,1018.4,10.0,3.5,7.0,18.1,0.0,0.0,289
4,2020,03,12,2020-03-12,46.9,57.0,43.0,31.3,1020.0,10.0,3.5,8.9,,0.0,0.0,456
3,2020,03,18,2020-03-18,47.9,54.0,41.0,28.0,1029.0,10.0,3.5,9.9,15.9,0.07,0.0,298
3,2020,10,14,2020-10-14,58.3,66.9,50.0,46.3,1014.2,10.0,3.5,7.0,,0.16,0.0,333
1,2020,02,24,2020-02-24,50.0,62.1,39.0,21.2,1017.2,9.9,3.5,8.0,,0.0,0.0,493
3,2020,11,25,2020-11-25,48.6,55.9,41.0,32.6,1027.2,10.0,3.6,7.0,,0.0,0.0,276
5,2020,05,15,2020-05-15,69.7,84.0,46.9,54.8,1014.4,9.9,3.6,9.9,15.0,0.03,0.0,242
6,2020,12,12,2020-12-12,51.2,57.0,39.0,44.8,1019.1,6.6,3.6,8.9,15.0,0.0,0.0,285
7,2020,11,01,2020-11-01,49.3,55.0,32.0,39.7,1021.8,8.8,3.6,11.1,20.0,0.0,0.0,308
6,2020,05,16,2020-05-16,70.5,84.0,60.1,53.4,1014.9,9.7,3.6,8.9,18.1,0.05,0.0,217
5,2020,11,06,2020-11-06,61.9,70.0,52.0,48.0,1025.1,10.0,3.7,8.0,,0.0,0.0,365
6,2020,08,22,2020-08-22,79.1,88.0,68.0,67.3,1013.2,10.0,3.7,8.0,,0.0,0.0,328
5,2020,01,03,2020-01-03,46.6,48.9,33.1,38.6,1009.7,8.1,3.7,6.0,15.0,0.06,0.0,456
7,2020,02,23,2020-02-23,46.5,55.9,39.0,9.4,1021.6,10.0,3.8,7.0,15.9,0.0,0.0,392
2,2020,04,28,2020-04-28,50.8,66.9,39.0,32.3,1019.0,10.0,3.8,8.9,15.9,0.0,0.0,185
1,2020,07,20,2020-07-20,85.9,93.9,77.0,70.6,1010.6,9.8,3.8,6.0,,0.0,0.0,281
2,2020,04,07,2020-04-07,57.6,68.0,48.9,24.8,1012.8,10.0,3.8,11.1,18.1,0.0,0.0,129
4,2020,11,19,2020-11-19,37.1,48.0,30.0,18.5,1034.4,10.0,3.8,8.0,15.9,0.0,0.0,279
4,2020,11,05,2020-11-05,57.8,66.9,39.9,47.8,1029.7,9.5,3.9,8.0,18.1,0.0,0.0,357
5,2020,05,08,2020-05-08,51.0,66.9,44.1,32.3,1008.9,8.8,3.9,9.9,19.0,0.0,0.0,177
3,2020,12,30,2020-12-30,33.4,43.0,28.0,15.3,1030.4,10.0,3.9,11.1,17.1,0.0,0.0,238
1,2020,08,10,2020-08-10,81.9,91.9,72.0,70.8,1016.5,9.7,3.9,7.0,,0.0,0.0,320
3,2020,04,08,2020-04-08,57.5,64.0,51.8,45.9,1002.1,8.1,3.9,7.0,,0.2,0.0,125
5,2020,09,04,2020-09-04,75.6,84.9,69.1,64.6,1011.1,7.1,3.9,8.9,15.0,0.71,0.0,383
6,2020,11,21,2020-11-21,57.8,64.0,45.0,35.5,1025.9,10.0,3.9,9.9,15.9,0.0,0.0,314
7,2020,08,02,2020-08-02,80.7,89.1,71.1,72.3,1012.8,10.0,3.9,8.0,15.9,0.0,0.0,286
2,2020,09,15,2020-09-15,60.3,75.0,54.0,41.7,1025.7,10.0,3.9,9.9,19.0,0.0,0.0,301
1,2020,10,26,2020-10-26,53.4,57.9,45.0,50.9,1022.9,5.3,3.9,8.9,15.0,0.02,0.0,314
7,2020,02,02,2020-02-02,39.3,45.0,35.1,30.9,1002.2,8.4,4.0,11.1,22.9,0.01,0.0,391
6,2020,01,18,2020-01-18,23.9,34.0,19.9,6.5,1034.3,7.6,4.0,12.0,22.0,0.0,0.0,774
5,2020,09,11,2020-09-11,73.4,75.9,69.8,65.9,1021.1,8.0,4.0,8.9,15.9,0.91,0.0,351
4,2020,10,01,2020-10-01,64.3,72.0,60.1,50.3,1012.1,10.0,4.0,8.0,18.1,1.14,0.0,332
6,2020,07,04,2020-07-04,75.1,90.0,68.0,65.9,1012.7,8.4,4.0,8.9,,0.13,0.0,278
1,2020,09,21,2020-09-21,56.8,64.9,48.9,34.7,1033.7,10.0,4.0,8.9,19.0,0.0,0.0,310
6,2020,10,17,2020-10-17,50.6,66.0,44.1,38.5,1023.9,9.6,4.0,8.0,,1.37,0.0,335
5,2020,03,20,2020-03-20,56.0,77.0,41.0,48.3,1015.6,7.9,4.0,15.0,24.1,0.03,0.0,306
3,2020,01,15,2020-01-15,45.2,50.0,39.0,35.4,1020.8,7.2,4.0,9.9,17.1,0.07,0.0,508
6,2020,11,14,2020-11-14,48.2,52.0,44.1,32.6,1019.2,10.0,4.0,8.0,17.1,0.17,0.0,298
4,2020,11,26,2020-11-26,58.6,64.9,45.0,50.7,1017.6,8.2,4.1,8.9,15.0,0.71,0.0,203
2,2020,11,10,2020-11-10,65.5,75.0,54.0,55.5,1022.7,9.7,4.1,8.0,15.0,0.0,0.0,343
4,2020,07,23,2020-07-23,77.2,91.9,72.0,71.3,1016.0,9.6,4.1,8.0,,1.39,0.0,332
4,2020,05,07,2020-05-07,54.1,66.9,45.0,31.2,1007.7,10.0,4.1,8.9,20.0,0.06,0.0,175
2,2020,01,21,2020-01-21,25.1,33.1,19.9,5.0,1029.7,10.0,4.1,8.0,15.0,0.0,0.0,556
6,2020,11,28,2020-11-28,51.4,63.0,48.0,35.4,1015.1,10.0,4.1,8.0,15.0,0.0,0.0,239
7,2020,07,12,2020-07-12,78.1,87.1,71.1,65.4,1005.6,9.8,4.1,8.0,,0.75,0.0,292
1,2020,12,28,2020-12-28,42.3,50.0,24.1,28.7,1022.3,10.0,4.1,6.0,15.0,0.0,0.0,217
6,2020,10,03,2020-10-03,58.7,66.0,52.0,42.2,1020.8,10.0,4.1,8.0,,0.02,0.0,323
7,2020,12,27,2020-12-27,29.5,37.0,24.1,14.5,1022.5,10.0,4.2,8.9,14.0,0.0,0.0,184
6,2020,02,15,2020-02-15,21.6,39.9,14.0,2.5,1035.1,10.0,4.2,8.0,19.0,0.0,0.0,440
4,2020,01,30,2020-01-30,31.3,37.9,25.0,14.3,1024.8,10.0,4.2,8.0,15.0,0.0,0.0,525
5,2020,02,21,2020-02-21,27.7,35.1,19.9,3.4,1031.0,10.0,4.3,7.0,18.1,0.0,0.0,504
5,2020,03,27,2020-03-27,57.0,69.1,37.9,35.8,1009.9,10.0,4.3,9.9,15.9,0.0,0.0,195
5,2020,11,13,2020-11-13,48.5,50.0,46.9,43.6,1016.3,6.3,4.3,9.9,15.9,0.14,0.0,391
5,2020,08,14,2020-08-14,78.1,86.0,72.0,66.4,1016.5,9.4,4.3,8.0,15.0,0.24,0.0,344
1,2020,08,03,2020-08-03,82.8,89.1,75.9,66.4,1014.6,10.0,4.3,8.0,15.9,0.0,0.0,353
2,2020,07,14,2020-07-14,77.9,86.0,70.0,59.1,1013.0,10.0,4.3,8.0,15.0,0.02,0.0,320
4,2020,10,15,2020-10-15,63.3,71.1,50.0,51.4,1015.6,10.0,4.3,8.9,21.0,0.0,0.0,311
2,2020,03,17,2020-03-17,45.1,54.0,33.1,37.2,1023.7,9.3,4.3,12.0,19.0,0.09,0.0,374
4,2020,03,26,2020-03-26,45.6,60.1,37.9,31.4,1016.0,10.0,4.3,9.9,18.1,0.01,0.0,187
2,2020,08,25,2020-08-25,80.5,90.0,71.1,66.5,1010.2,9.7,4.4,18.1,29.9,0.0,0.0,286
3,2020,08,05,2020-08-05,78.9,86.0,70.0,65.2,1015.0,10.0,4.4,8.9,15.0,0.48,0.0,345
1,2020,07,27,2020-07-27,85.1,93.0,75.9,64.0,1010.5,10.0,4.4,8.9,15.0,0.0,0.0,320
4,2020,11,12,2020-11-12,59.9,72.0,46.0,56.7,1014.7,5.8,4.4,8.9,19.0,0.9,0.0,327
4,2020,03,19,2020-03-19,46.1,54.0,41.0,39.0,1025.6,7.3,4.4,9.9,18.1,0.9,0.0,339
5,2020,05,01,2020-05-01,57.6,66.0,48.9,53.5,1005.6,6.4,4.5,13.0,29.9,0.68,0.0,186
7,2020,04,12,2020-04-12,52.9,63.0,37.9,27.6,1019.8,10.0,4.5,11.1,19.0,0.0,0.0,106
3,2020,04,29,2020-04-29,51.1,66.9,41.0,42.8,1022.1,9.8,4.5,8.0,18.1,0.0,0.0,137
6,2020,04,18,2020-04-18,43.6,51.1,36.0,38.4,1010.1,7.1,4.5,8.0,17.1,0.19,0.0,125
7,2020,05,03,2020-05-03,66.8,80.1,51.1,46.6,1008.8,9.9,4.6,8.0,15.9,0.04,0.0,167
3,2020,02,05,2020-02-05,45.2,61.0,39.9,33.0,1014.0,9.8,4.6,11.1,17.1,0.0,0.0,432
2,2020,01,07,2020-01-07,41.2,45.0,32.0,20.3,1016.2,10.0,4.6,8.9,19.0,0.0,0.0,408
5,2020,08,21,2020-08-21,74.6,82.9,62.1,62.0,1014.7,10.0,4.6,8.0,15.0,0.0,0.0,348
2,2020,07,28,2020-07-28,85.7,93.0,75.9,69.0,1008.2,10.0,4.7,12.0,20.0,0.0,0.0,298
6,2020,10,10,2020-10-10,64.1,71.1,50.0,52.1,1016.6,10.0,4.7,8.0,18.1,0.0,0.0,277
1,2020,04,20,2020-04-20,53.2,63.0,39.9,30.5,1004.6,10.0,4.7,8.9,15.9,0.0,0.0,140
3,2020,07,15,2020-07-15,75.7,84.9,70.0,63.4,1020.4,10.0,4.7,9.9,,0.0,0.0,268
3,2020,12,23,2020-12-23,40.5,46.0,36.0,22.5,1025.6,10.0,4.8,8.9,17.1,0.0,3.1,360
7,2020,02,09,2020-02-09,36.3,44.1,30.0,25.8,1030.5,10.0,4.8,8.9,,0.0,0.0,373
1,2020,04,06,2020-04-06,55.8,66.0,48.9,36.0,1015.5,9.6,4.8,8.9,,0.07,0.0,127
1,2020,11,30,2020-11-30,55.5,63.0,41.0,45.6,1010.4,6.6,4.8,13.0,28.0,0.0,0.0,301
2,2020,07,07,2020-07-07,75.1,81.0,71.1,68.1,1019.1,9.3,4.8,8.0,,0.54,0.0,243
1,2020,01,13,2020-01-13,43.3,68.0,37.0,32.2,1029.0,9.8,4.8,8.0,,0.0,0.0,476
1,2020,03,02,2020-03-02,46.6,57.9,25.0,25.3,1016.4,10.0,4.8,9.9,20.0,0.0,0.0,562
6,2020,01,11,2020-01-11,59.3,68.0,51.1,48.1,1024.9,10.0,4.8,7.0,19.0,0.0,0.0,439
1,2020,05,11,2020-05-11,53.9,64.0,39.0,38.8,1011.5,9.9,4.8,8.9,18.1,0.0,0.0,173
7,2020,07,26,2020-07-26,83.1,91.9,72.0,67.9,1015.7,10.0,4.9,8.9,15.9,0.0,0.0,313
1,2020,03,30,2020-03-30,46.2,52.0,41.0,41.7,1013.0,9.3,4.9,14.0,18.1,0.03,0.0,164
4,2020,01,09,2020-01-09,28.2,42.1,23.0,6.2,1035.6,10.0,4.9,12.0,21.0,0.0,0.0,521
3,2020,09,23,2020-09-23,67.3,79.0,48.0,45.6,1011.5,10.0,5.0,12.0,19.0,0.0,0.0,356
2,2020,03,03,2020-03-03,53.9,59.0,39.9,42.3,1006.8,8.9,5.1,9.9,17.1,0.01,0.0,550
6,2020,09,12,2020-09-12,66.6,75.9,61.0,54.3,1025.4,10.0,5.1,8.0,,0.0,0.0,304
3,2020,03,11,2020-03-11,52.8,64.9,43.0,32.6,1017.6,10.0,5.1,9.9,22.0,0.0,0.0,473
1,2020,05,04,2020-05-04,65.6,80.1,54.0,41.2,1004.8,10.0,5.1,13.0,32.1,0.0,0.0,174
3,2020,02,26,2020-02-26,46.3,53.1,45.0,44.0,1012.3,5.0,5.1,9.9,,0.14,0.0,449
7,2020,10,11,2020-10-11,64.8,71.1,57.9,54.5,1017.3,10.0,5.1,8.9,18.1,0.0,0.0,248
2,2020,04,21,2020-04-21,51.2,61.0,46.0,36.8,1001.8,9.3,5.1,11.1,31.1,0.0,0.0,121
7,2020,03,15,2020-03-15,47.0,57.0,42.1,20.9,1029.6,10.0,5.2,9.9,15.0,0.0,0.0,331
4,2020,02,20,2020-02-20,32.6,48.0,28.9,10.9,1029.7,10.0,5.2,8.0,18.1,0.0,0.0,448
5,2020,01,10,2020-01-10,41.4,55.0,23.0,29.3,1035.4,10.0,5.2,8.9,15.9,0.0,0.0,522
1,2020,02,03,2020-02-03,45.1,57.0,35.1,33.3,1006.8,9.1,5.2,8.9,15.9,0.06,0.0,559
2,2020,03,31,2020-03-31,44.4,52.0,41.0,37.1,1015.9,9.3,5.2,9.9,17.1,0.1,0.0,158
3,2020,05,13,2020-05-13,52.0,64.0,41.0,22.0,1023.8,10.0,5.2,9.9,17.1,0.0,0.0,212
6,2020,04,04,2020-04-04,52.1,62.1,45.0,40.9,1014.0,9.1,5.2,12.0,21.0,0.13,0.0,156
1,2020,02,10,2020-02-10,43.5,46.9,30.9,34.7,1023.4,8.6,5.2,11.1,15.9,0.02,0.0,572
5,2020,12,04,2020-12-04,48.2,52.0,35.1,30.6,1018.0,10.0,5.2,8.9,20.0,0.0,0.0,372
4,2020,01,02,2020-01-02,39.6,48.9,33.1,22.4,1013.2,10.0,5.2,9.9,17.1,0.0,0.0,413
6,2020,03,28,2020-03-28,49.8,69.1,44.1,31.3,1018.5,9.0,5.2,9.9,15.0,0.0,0.0,183
4,2020,03,05,2020-03-05,45.7,55.9,39.0,26.1,1016.9,10.0,5.2,8.9,18.1,0.0,0.0,529
7,2020,02,16,2020-02-16,34.6,44.1,14.0,20.7,1023.2,10.0,5.3,11.1,19.0,0.0,0.0,387
5,2020,11,20,2020-11-20,51.2,63.0,30.0,32.0,1027.5,10.0,5.3,11.1,19.0,0.0,0.0,358
3,2020,05,06,2020-05-06,50.5,63.0,45.0,37.0,1010.8,9.5,5.3,11.1,17.1,0.0,0.0,184
1,2020,12,07,2020-12-07,34.8,39.9,32.0,19.4,1008.7,10.0,5.3,8.9,15.0,0.0,0.0,281
2,2020,12,01,2020-12-01,53.1,63.0,42.1,44.6,999.9,9.5,5.3,17.1,28.0,0.98,0.0,269
2,2020,08,04,2020-08-04,74.7,84.0,69.8,70.2,1013.4,6.9,5.3,20.0,38.1,0.61,0.0,451
2,2020,12,22,2020-12-22,41.3,46.0,37.0,30.4,1008.1,7.1,5.4,11.1,21.0,0.0,5.1,320
3,2020,02,12,2020-02-12,42.8,48.0,37.9,25.2,1018.4,10.0,5.4,11.1,22.0,0.14,0.0,438
2,2020,11,17,2020-11-17,45.7,55.0,41.0,25.8,1014.5,10.0,5.4,12.0,19.0,0.0,0.0,261
1,2020,01,06,2020-01-06,37.3,45.0,32.0,25.2,1014.3,8.9,5.4,11.1,20.0,0.04,0.0,459
5,2020,09,18,2020-09-18,66.6,75.0,61.0,54.4,1014.5,10.0,5.4,9.9,18.1,0.0,0.0,341
6,2020,08,15,2020-08-15,76.6,86.0,71.1,60.4,1015.8,10.0,5.4,8.9,15.9,0.0,0.0,313
7,2020,11,15,2020-11-15,49.7,62.1,41.0,36.0,1019.7,10.0,5.5,12.0,32.1,0.0,0.0,251
2,2020,11,24,2020-11-24,44.1,60.1,41.0,26.5,1024.5,10.0,5.5,11.1,17.1,0.15,0.0,324
4,2020,12,31,2020-12-31,43.9,48.0,28.0,33.8,1019.1,8.3,5.5,11.1,22.9,0.09,0.0,278
6,2020,05,02,2020-05-02,62.3,73.0,51.1,38.6,1012.1,10.0,5.5,8.9,15.9,0.12,0.0,189
5,2020,07,10,2020-07-10,75.3,89.1,73.0,71.6,1013.4,7.1,5.6,15.0,27.0,0.0,0.0,296
3,2020,04,15,2020-04-15,47.7,60.1,42.1,23.4,1014.3,10.0,5.6,8.9,21.0,0.0,0.0,139
5,2020,04,17,2020-04-17,42.1,51.1,36.0,21.3,1023.3,10.0,5.6,13.0,20.0,0.0,0.0,158
7,2020,10,25,2020-10-25,49.5,69.1,45.0,35.0,1022.0,10.0,5.6,8.9,15.0,0.0,0.0,281
3,2020,09,30,2020-09-30,66.6,73.9,60.1,58.7,1006.4,7.2,5.6,9.9,24.1,1.61,0.0,347
4,2020,10,29,2020-10-29,52.4,57.0,46.9,48.0,1011.4,6.6,5.7,13.0,26.0,0.1,0.0,334
7,2020,03,08,2020-03-08,44.4,59.0,35.1,13.6,1029.2,10.0,5.7,11.1,19.0,0.0,0.0,408
6,2020,02,22,2020-02-22,37.4,50.0,19.9,6.4,1024.7,10.0,5.7,8.0,17.1,0.0,0.0,407
2,2020,04,14,2020-04-14,54.1,66.9,46.9,32.0,1014.8,10.0,5.7,11.1,21.0,1.27,0.0,135
7,2020,09,20,2020-09-20,56.1,64.9,50.0,29.3,1031.4,10.0,5.7,8.9,15.9,0.0,0.0,275
4,2020,12,10,2020-12-10,41.2,48.9,30.9,29.7,1015.0,9.2,5.7,12.0,20.0,0.05,0.0,311
2,2020,03,24,2020-03-24,42.9,55.0,36.0,32.5,1018.5,10.0,5.8,9.9,18.1,1.15,0.0,201
5,2020,12,18,2020-12-18,27.5,33.1,24.1,16.2,1023.2,10.0,5.9,8.9,,0.09,9.1,278
7,2020,12,13,2020-12-13,55.4,62.1,46.0,44.2,1013.9,9.9,5.9,9.9,17.1,0.0,0.0,265
7,2020,04,19,2020-04-19,49.5,63.0,39.9,27.7,1011.5,10.0,6.0,9.9,22.0,0.1,0.0,102
3,2020,08,26,2020-08-26,72.3,89.1,66.9,52.7,1012.8,10.0,6.0,8.9,19.0,0.36,0.0,310
5,2020,03,06,2020-03-06,41.8,51.1,37.0,34.1,1013.8,8.7,6.0,11.1,20.0,0.0,0.0,673
4,2020,04,09,2020-04-09,51.6,64.0,48.9,42.1,997.5,9.7,6.1,18.1,33.0,0.12,0.0,103
4,2020,02,06,2020-02-06,39.2,55.0,35.1,33.5,1008.3,5.2,6.1,11.1,15.9,0.43,0.0,544
4,2020,12,24,2020-12-24,50.9,57.9,36.0,42.6,1022.1,9.7,6.1,12.0,24.1,0.0,2.0,315
4,2020,12,03,2020-12-03,41.0,50.0,35.1,23.0,1021.2,10.0,6.2,11.1,21.0,0.0,0.0,252
3,2020,02,19,2020-02-19,44.0,48.0,37.9,25.5,1020.5,8.5,6.2,13.0,22.0,0.0,0.0,477
1,2020,11,23,2020-11-23,53.3,60.8,43.0,44.5,1015.8,8.2,6.3,17.1,29.9,0.39,0.0,298
6,2020,12,05,2020-12-05,44.1,52.0,39.9,38.8,1007.5,7.0,6.3,13.0,29.9,0.81,0.0,278
7,2020,05,10,2020-05-10,49.4,64.0,34.0,23.8,1017.3,10.0,6.4,11.1,25.1,0.03,0.0,163
2,2020,03,10,2020-03-10,60.7,72.0,46.9,36.9,1019.2,10.0,6.4,12.0,21.0,0.0,0.0,450
7,2020,11,22,2020-11-22,48.5,64.0,44.1,35.2,1029.5,10.0,6.4,8.9,17.1,0.0,0.0,222
3,2020,01,29,2020-01-29,36.5,41.0,32.0,17.4,1016.2,10.0,6.4,12.0,21.0,0.0,0.0,495
2,2020,02,18,2020-02-18,41.9,51.1,37.9,30.2,1024.8,9.1,6.4,11.1,18.1,0.0,0.0,428
2,2020,05,05,2020-05-05,53.2,75.0,46.0,24.2,1012.2,10.0,6.5,9.9,21.0,0.0,0.0,174
7,2020,03,01,2020-03-01,32.0,44.1,25.0,10.1,1019.0,10.0,6.5,9.9,20.0,0.0,0.0,423
3,2020,12,09,2020-12-09,34.1,37.9,30.0,21.6,1009.9,8.7,6.5,13.0,21.0,0.0,0.0,280
1,2020,04,13,2020-04-13,57.3,66.0,44.1,53.4,1011.8,4.8,6.6,14.0,33.0,0.65,0.0,138
6,2020,03,14,2020-03-14,49.8,61.0,43.0,19.5,1023.5,10.0,6.6,11.1,22.9,0.11,0.0,371
1,2020,04,27,2020-04-27,43.9,51.1,39.0,37.1,1011.3,9.4,6.7,9.9,20.0,0.22,0.0,131
2,2020,10,13,2020-10-13,55.3,57.9,48.9,53.5,1012.7,4.7,6.7,11.1,18.1,0.94,0.0,323
1,2020,03,09,2020-03-09,57.2,72.0,35.1,22.3,1026.6,10.0,6.7,14.0,24.1,0.0,0.0,546
1,2020,11,16,2020-11-16,52.0,64.0,41.0,30.8,1011.7,9.6,6.7,20.0,35.9,0.07,0.0,305
7,2020,08,30,2020-08-30,74.0,81.0,66.9,56.3,1004.7,10.0,6.8,11.1,19.0,0.01,0.0,303
6,2020,03,07,2020-03-07,40.2,48.0,36.0,21.9,1018.9,10.0,6.8,13.0,22.0,0.37,0.0,515
7,2020,08,16,2020-08-16,69.4,73.9,66.2,63.5,1015.3,7.7,6.8,11.1,20.0,0.06,0.0,279
3,2020,10,07,2020-10-07,65.3,73.9,57.0,51.4,1008.4,9.8,6.9,11.1,24.1,0.0,0.0,308
6,2020,09,19,2020-09-19,57.2,70.0,50.0,30.7,1024.8,10.0,6.9,13.0,22.9,0.0,0.0,330
5,2020,02,14,2020-02-14,33.8,44.1,25.0,15.4,1020.7,10.0,6.9,11.1,20.0,0.16,0.0,632
3,2020,01,08,2020-01-08,36.0,45.0,32.0,23.7,1013.5,9.5,7.2,15.0,27.0,0.0,0.0,454
4,2020,04,02,2020-04-02,48.0,57.9,37.9,26.1,1005.8,10.0,7.2,15.0,27.0,0.0,0.0,166
2,2020,01,28,2020-01-28,39.8,45.0,37.0,24.8,1008.5,10.0,7.2,9.9,21.0,0.0,0.0,404
1,2020,10,12,2020-10-12,53.6,66.9,48.9,50.0,1021.8,6.1,7.2,14.0,25.1,0.2,0.0,323
3,2020,04,01,2020-04-01,45.8,55.9,37.9,28.8,1009.7,10.0,7.2,12.0,17.1,0.06,0.0,155
5,2020,02,07,2020-02-07,40.7,55.9,35.1,36.4,992.1,5.2,7.2,19.0,34.0,0.19,0.0,604
5,2020,03,13,2020-03-13,54.0,69.1,45.0,43.3,1011.9,6.9,7.3,17.1,26.0,0.18,0.0,551
2,2020,12,08,2020-12-08,32.5,39.9,30.0,19.8,1007.0,10.0,7.3,11.1,18.1,0.0,0.0,282
2,2020,12,15,2020-12-15,35.8,46.9,33.1,18.1,1021.7,10.0,7.3,11.1,19.0,0.26,0.0,315
1,2020,01,20,2020-01-20,26.5,43.0,19.9,5.6,1021.1,10.0,7.3,11.1,25.1,0.0,1.2,390
2,2020,05,12,2020-05-12,50.6,61.0,43.0,24.8,1015.2,10.0,7.3,13.0,24.1,0.05,0.0,191
4,2020,10,08,2020-10-08,59.8,73.9,55.0,39.9,1012.7,10.0,7.4,11.1,20.0,0.02,0.0,332
4,2020,01,16,2020-01-16,45.0,50.0,37.9,33.2,1014.6,7.8,7.4,15.9,34.0,0.11,0.0,547
5,2020,04,24,2020-04-24,45.4,52.0,39.9,41.3,1008.9,6.1,7.4,14.0,24.1,0.39,0.0,172
6,2020,05,09,2020-05-09,40.4,57.0,34.0,24.4,1008.8,8.8,7.4,14.0,31.1,0.48,0.0,148
5,2020,04,03,2020-04-03,49.3,57.9,37.9,36.1,1003.9,9.5,7.4,12.0,22.9,0.01,0.0,191
4,2020,04,16,2020-04-16,45.4,54.0,39.9,18.0,1017.1,10.0,7.4,13.0,25.1,0.0,0.0,138
6,2020,03,21,2020-03-21,52.8,77.0,42.1,27.8,1021.5,10.0,7.4,14.0,24.1,0.0,0.0,238
6,2020,02,29,2020-02-29,32.2,42.1,28.9,7.8,1010.9,10.0,7.5,9.9,24.1,0.0,0.0,456
