day_num,year,month,day,collision_date,temp,max_temp,min_temp,humidity,mean_sea_level_pressure,visibility,mean_wind_speed,maximum_sustained_wind_speed,maximum_wind_gust,total_precipitation,snow_depth_inches,num_collisions
6,2020,02,08,2020-02-08,34.5,39.9,30.0,16.1,1016.4,10.0,7.5,12.0,27.0,0.14,0.0,466
7,2020,01,19,2020-01-19,38.5,42.1,35.1,28.7,1007.8,8.9,7.5,12.0,22.9,0.37,0.0,360
7,2020,04,26,2020-04-26,48.3,64.9,44.1,39.7,1015.0,7.7,7.6,21.0,35.0,0.0,0.0,140
1,2020,03,16,2020-03-16,40.1,54.0,33.1,15.3,1034.2,10.0,7.6,13.0,18.1,0.0,0.0,378
4,2020,04,30,2020-04-30,53.9,60.1,46.9,49.2,1018.1,7.5,7.7,14.0,31.1,0.13,0.0,173
5,2020,10,30,2020-10-30,42.4,55.9,37.9,39.1,1010.8,6.7,7.7,13.0,24.1,1.93,0.0,394
7,2020,01,12,2020-01-12,63.1,69.1,51.1,48.6,1016.1,9.8,7.8,15.0,27.0,0.05,0.0,391
3,2020,01,01,2020-01-01,39.0,45.0,36.0,23.9,1006.0,10.0,7.9,12.0,21.0,0.02,0.0,346
5,2020,04,10,2020-04-10,44.0,59.0,37.0,25.7,995.8,10.0,8.0,18.1,32.1,0.01,0.0,115
2,2020,11,03,2020-11-03,45.7,53.1,37.9,25.8,1014.2,10.0,8.0,12.0,25.1,0.0,0.0,285
2,2020,12,29,2020-12-29,39.2,50.0,34.0,18.2,1025.6,10.0,8.1,15.0,22.9,0.0,0.0,244
1,2020,03,23,2020-03-23,37.8,45.0,33.1,30.5,1031.0,6.3,8.2,13.0,20.0,0.01,0.0,225
3,2020,04,22,2020-04-22,42.7,61.0,36.0,16.1,1009.4,10.0,8.3,14.0,26.0,0.18,0.0,148
3,2020,03,25,2020-03-25,42.8,55.0,36.0,33.3,1019.1,10.0,8.4,14.0,24.1,0.0,0.0,168
3,2020,12,02,2020-12-02,39.6,43.0,36.0,25.6,1011.9,10.0,8.5,14.0,27.0,0.0,0.0,235
3,2020,12,16,2020-12-16,28.8,39.0,24.1,12.2,1027.8,8.5,8.5,19.0,29.9,0.0,0.0,341
7,2020,03,22,2020-03-22,39.2,46.9,33.1,13.0,1035.1,10.0,8.5,14.0,21.0,0.0,0.0,139
3,2020,03,04,2020-03-04,50.7,59.0,45.0,31.5,1005.3,9.3,8.8,15.9,28.0,0.25,0.0,540
6,2020,04,11,2020-04-11,45.7,55.9,37.0,19.7,1010.5,10.0,8.8,15.0,22.0,0.0,0.0,121
6,2020,12,26,2020-12-26,28.8,35.1,24.1,13.9,1010.6,10.0,9.1,15.0,25.1,0.21,0.0,226
3,2020,11,18,2020-11-18,34.8,50.0,32.0,15.0,1027.5,10.0,9.1,15.0,27.0,0.0,0.0,295
5,2020,02,28,2020-02-28,33.8,43.0,28.9,10.0,1009.6,10.0,9.3,15.9,28.0,0.0,0.0,530
7,2020,12,06,2020-12-06,37.8,46.9,35.1,21.7,1008.4,10.0,9.6,15.9,26.0,0.32,0.0,241
1,2020,11,02,2020-11-02,43.0,55.0,37.9,24.9,1008.7,9.6,9.8,18.1,35.0,0.4,0.0,327
5,2020,12,25,2020-12-25,53.7,61.0,36.0,49.6,1001.6,6.6,9.8,18.1,39.0,0.95,1.2,168
4,2020,12,17,2020-12-17,27.7,33.1,24.1,22.3,1012.8,3.7,10.1,18.1,33.0,1.43,0.0,233
5,2020,01,17,2020-01-17,28.4,48.9,21.0,5.3,1031.0,9.7,10.5,18.1,33.0,0.0,0.0,566
7,2020,01,05,2020-01-05,40.2,51.1,37.0,24.7,1007.9,10.0,10.5,18.1,34.0,0.02,0.0,291
4,2020,02,27,2020-02-27,41.5,48.0,34.0,30.3,1001.2,8.0,10.6,17.1,36.9,0.4,0.0,581
7,2020,03,29,2020-03-29,45.2,54.0,44.1,43.7,1013.0,3.0,10.6,15.9,25.1,0.47,0.0,146
1,2021,09,20,2021-09-20,68.1,75.9,63.0,56.2,1026.0,10.0,,,,0.0,0.0,317
2,2021,09,28,2021-09-28,68.8,78.1,62.1,58.1,1010.5,9.3,,,,0.0,0.0,296
1,2021,10,04,2021-10-04,69.2,77.0,61.0,64.8,1013.9,6.5,,,,0.08,0.0,290
6,2021,10,02,2021-10-02,63.8,73.9,51.1,48.9,1021.0,10.0,,,,0.0,0.0,349
7,2021,10,03,2021-10-03,69.4,77.0,57.0,55.6,1015.5,10.0,,,,0.0,0.0,328
3,2021,09,22,2021-09-22,73.8,79.0,63.0,69.0,1019.5,8.4,,,,0.09,0.0,289
5,2021,09,17,2021-09-17,72.1,75.9,69.1,66.9,1023.6,8.4,,,,0.0,0.0,375
5,2021,10,01,2021-10-01,58.7,66.9,51.1,44.0,1023.1,10.0,,,,0.0,0.0,385
3,2021,09,29,2021-09-29,62.2,71.1,54.0,44.3,1014.3,10.0,,,,0.27,0.0,343
7,2021,09,19,2021-09-19,71.7,84.0,64.0,55.8,1019.9,10.0,,,,0.0,0.0,318
3,2021,09,15,2021-09-15,77.1,84.9,66.9,69.3,1014.6,8.4,,,,0.0,0.0,356
1,2021,09,27,2021-09-27,68.3,78.1,61.0,48.7,1013.9,10.0,,,,0.0,0.0,325
4,2021,09,16,2021-09-16,73.6,84.9,71.1,64.4,1020.4,10.0,,,,0.0,0.0,269
6,2021,09,18,2021-09-18,75.3,84.0,69.1,66.1,1017.7,10.0,,,,0.0,0.0,319
2,2021,09,21,2021-09-21,68.6,75.9,63.0,58.3,1027.2,10.0,,,,0.0,0.0,311
4,2021,09,30,2021-09-30,61.5,68.0,54.0,44.8,1018.3,10.0,,,,0.0,0.0,344
3,2021,10,13,2021-10-13,65.4,69.1,61.0,60.2,1017.0,9.3,0.8,5.1,,0.0,0.0,312
2,2021,06,01,2021-06-01,64.8,75.9,48.9,50.3,1023.9,10.0,0.9,4.1,,0.02,0.0,355
4,2021,10,07,2021-10-07,66.6,73.0,61.0,59.7,1025.6,9.7,0.9,5.1,,0.0,0.0,368
6,2021,09,25,2021-09-25,66.0,75.0,57.0,51.7,1016.6,10.0,0.9,4.1,,0.66,0.0,358
4,2021,06,03,2021-06-03,65.5,75.0,60.1,59.2,1018.3,7.5,1.0,4.1,,0.0,0.0,288
4,2021,04,29,2021-04-29,66.7,84.9,52.0,57.2,1006.1,8.2,1.3,8.0,,0.05,0.0,324
6,2021,07,17,2021-07-17,81.7,91.0,75.0,70.7,1016.5,8.4,1.4,6.0,,0.0,0.0,339
6,2021,08,21,2021-08-21,77.8,82.0,73.0,70.1,1012.8,10.0,1.4,7.0,,0.0,0.0,321
1,2021,08,30,2021-08-30,77.5,84.9,66.9,71.4,1013.3,8.8,1.4,6.0,,0.0,0.0,323
5,2021,05,21,2021-05-21,66.8,79.0,57.9,44.7,1032.0,10.0,1.5,5.1,,0.0,0.0,384
3,2021,08,25,2021-08-25,81.8,91.0,72.0,65.2,1018.1,10.0,1.5,4.1,,0.0,0.0,336
7,2021,09,05,2021-09-05,70.7,79.0,61.0,61.3,1012.0,9.8,1.5,6.0,,0.0,0.0,293
2,2021,09,14,2021-09-14,72.8,82.9,66.9,64.3,1017.7,9.5,1.6,5.1,,0.12,0.0,342
5,2021,10,15,2021-10-15,69.4,78.1,63.0,59.4,1013.1,10.0,1.6,6.0,,0.0,0.0,381
4,2021,01,14,2021-01-14,42.9,48.9,35.1,28.4,1010.5,8.2,1.6,4.1,,0.0,0.0,253
2,2021,08,10,2021-08-10,76.6,84.0,69.1,69.3,1020.2,9.3,1.7,9.9,24.1,0.0,0.0,331
7,2021,07,11,2021-07-11,72.6,81.0,68.0,68.6,1018.6,5.8,1.7,6.0,,0.27,0.0,263
3,2021,10,06,2021-10-06,64.0,69.8,61.0,57.5,1027.8,10.0,1.7,6.0,,0.0,0.0,270
6,2021,09,11,2021-09-11,68.2,75.9,60.1,51.2,1020.3,10.0,1.8,5.1,,0.0,0.0,333
3,2021,11,17,2021-11-17,46.8,55.9,36.0,32.1,1024.8,10.0,1.8,6.0,,0.0,0.0,317
7,2021,07,25,2021-07-25,74.9,84.0,66.0,66.0,1013.8,7.7,1.8,6.0,,0.0,0.0,322
7,2021,08,01,2021-08-01,71.3,77.0,60.1,58.6,1012.7,10.0,1.8,6.0,,0.0,0.0,303
3,2021,08,18,2021-08-18,77.3,82.9,73.0,70.4,1022.2,10.0,1.8,7.0,,0.0,0.0,334
2,2021,08,03,2021-08-03,72.0,80.1,63.0,53.1,1019.2,10.0,1.9,5.1,,0.0,0.0,313
7,2021,06,13,2021-06-13,66.8,75.9,62.1,55.6,1012.9,10.0,1.9,5.1,,0.0,0.0,330
7,2021,12,05,2021-12-05,43.3,48.0,36.0,22.8,1025.9,10.0,1.9,6.0,,0.0,0.0,255
4,2021,07,15,2021-07-15,80.8,89.1,69.1,68.3,1018.6,10.0,1.9,5.1,,0.0,0.0,372
3,2021,07,21,2021-07-21,77.5,86.0,70.0,65.3,1011.3,5.3,1.9,6.0,,0.0,0.0,330
5,2021,07,02,2021-07-02,72.7,84.0,69.1,68.4,1006.7,6.8,1.9,6.0,,1.0,0.0,333
2,2021,10,05,2021-10-05,62.1,73.0,60.1,57.4,1021.8,9.8,2.0,4.1,,0.07,0.0,318
3,2021,04,28,2021-04-28,63.6,82.9,46.0,45.5,1010.9,9.8,2.0,5.1,,0.0,0.0,380
5,2021,08,13,2021-08-13,85.3,93.9,73.9,69.0,1016.2,10.0,2.0,7.0,,0.0,0.0,358
6,2021,07,24,2021-07-24,74.5,84.0,66.9,58.3,1019.0,10.0,2.0,5.1,,0.01,0.0,337
5,2021,12,31,2021-12-31,50.2,55.0,43.0,45.6,1013.8,6.3,2.0,7.0,,0.0,0.0,232
2,2021,08,17,2021-08-17,75.5,82.9,69.1,64.8,1022.4,10.0,2.0,6.0,,0.0,0.0,286
1,2021,06,14,2021-06-14,67.9,75.9,62.1,60.1,1010.8,8.5,2.0,6.0,,0.14,0.0,329
4,2021,08,26,2021-08-26,83.9,91.0,72.0,69.5,1019.0,8.9,2.1,7.0,,0.0,0.0,343
2,2021,09,07,2021-09-07,71.9,81.0,64.9,55.6,1013.7,10.0,2.1,6.0,,0.0,0.0,337
2,2021,11,02,2021-11-02,50.8,57.9,48.9,35.0,1022.1,10.0,2.1,8.9,,0.0,0.0,276
5,2021,10,08,2021-10-08,67.3,75.9,61.0,60.4,1021.1,8.2,2.1,8.0,,0.0,0.0,361
1,2021,05,17,2021-05-17,66.2,78.1,55.9,43.2,1024.7,10.0,2.1,8.0,,0.01,0.0,320
4,2021,07,01,2021-07-01,76.0,98.1,72.0,70.5,1011.6,6.5,2.1,11.1,18.1,0.65,0.0,319
6,2021,09,04,2021-09-04,68.8,79.0,59.0,54.1,1016.4,10.0,2.2,6.0,,0.0,0.0,341
1,2021,07,26,2021-07-26,80.0,88.0,66.0,67.1,1011.7,6.1,2.2,7.0,,0.78,0.0,359
7,2021,11,28,2021-11-28,36.2,41.0,33.1,25.4,1012.1,9.0,2.2,6.0,,0.0,0.0,271
1,2021,08,16,2021-08-16,74.5,82.9,69.1,58.8,1022.5,10.0,2.2,6.0,,0.0,0.0,301
7,2021,11,07,2021-11-07,46.5,53.1,39.9,32.4,1023.1,9.6,2.2,5.1,,0.0,0.0,265
1,2021,10,25,2021-10-25,63.4,73.0,46.9,58.0,1014.6,8.3,2.2,5.1,,0.06,0.0,330
6,2021,05,22,2021-05-22,75.8,89.1,57.9,54.4,1023.0,10.0,2.2,11.1,17.1,0.0,0.0,378
2,2021,07,20,2021-07-20,78.6,86.0,71.1,66.0,1013.0,5.5,2.3,5.1,,0.01,0.0,286
3,2021,11,10,2021-11-10,59.5,68.0,50.0,41.1,1017.4,9.8,2.3,9.9,15.9,0.0,0.0,346
3,2021,06,09,2021-06-09,78.7,90.0,72.0,69.6,1015.1,9.0,2.4,7.0,,0.48,0.0,353
7,2021,07,04,2021-07-04,67.5,79.0,59.0,58.7,1011.7,9.6,2.4,6.0,,0.03,0.0,289
6,2021,04,10,2021-04-10,57.5,70.0,48.9,48.5,1016.2,9.7,2.4,7.0,,0.01,0.0,294
2,2021,11,09,2021-11-09,57.9,68.0,44.1,42.1,1018.9,10.0,2.4,6.0,,0.0,0.0,327
2,2021,07,27,2021-07-27,81.4,89.1,72.0,60.8,1013.4,6.9,2.4,6.0,15.9,0.0,0.0,318
3,2021,07,07,2021-07-07,79.8,91.9,71.1,70.0,1013.9,6.8,2.4,6.0,,0.55,0.0,324
6,2021,06,26,2021-06-26,74.7,82.9,64.0,67.5,1023.4,9.5,2.4,6.0,,0.0,0.0,375
4,2021,05,13,2021-05-13,60.6,72.0,46.0,30.6,1022.3,10.0,2.5,7.0,,0.0,0.0,318
1,2021,07,05,2021-07-05,74.0,82.9,60.1,64.8,1016.4,5.9,2.5,7.0,,0.0,0.0,322
3,2021,09,08,2021-09-08,75.2,82.0,64.9,64.7,1011.5,10.0,2.5,8.0,15.9,0.0,0.0,334
6,2021,11,06,2021-11-06,45.9,52.0,39.0,28.8,1029.1,10.0,2.5,4.1,,0.0,0.0,335
3,2021,06,02,2021-06-02,67.7,75.9,57.0,53.5,1023.3,10.0,2.5,5.1,,0.0,0.0,339
3,2021,04,07,2021-04-07,60.0,72.0,46.9,30.0,1014.9,10.0,2.5,5.1,,0.0,0.0,303
1,2021,06,21,2021-06-21,80.0,86.0,66.0,69.8,1006.1,9.8,2.5,6.0,,0.0,0.0,361
5,2021,08,06,2021-08-06,77.4,88.0,69.1,63.7,1020.2,10.0,2.5,6.0,,0.0,0.0,355
5,2021,06,04,2021-06-04,70.2,78.1,60.1,66.0,1012.6,7.4,2.5,13.0,24.1,0.38,0.0,331
3,2021,08,11,2021-08-11,79.2,89.1,71.1,72.3,1016.4,8.3,2.5,7.0,,0.83,0.0,316
7,2021,03,21,2021-03-21,51.9,63.0,33.1,20.7,1033.4,10.0,2.5,7.0,,0.0,0.0,261
7,2021,05,16,2021-05-16,66.7,79.0,55.0,39.5,1023.8,10.0,2.5,7.0,,0.0,0.0,337
7,2021,06,20,2021-06-20,75.4,88.0,64.9,62.4,1009.1,10.0,2.5,6.0,,0.0,0.0,323
2,2021,08,24,2021-08-24,79.8,89.1,71.1,66.6,1012.4,10.0,2.6,6.0,,0.14,0.0,332
4,2021,03,11,2021-03-11,53.7,71.1,41.0,40.5,1024.3,7.3,2.6,7.0,,0.0,0.0,287
5,2021,07,23,2021-07-23,73.6,82.9,66.9,54.7,1019.5,9.6,2.6,7.0,,0.0,0.0,324
4,2021,05,20,2021-05-20,68.3,86.0,62.1,39.5,1030.2,10.0,2.6,6.0,,0.0,0.0,385
5,2021,08,27,2021-08-27,82.3,93.0,75.0,71.8,1018.2,8.7,2.6,13.0,20.0,0.0,0.0,349
2,2021,06,08,2021-06-08,80.6,91.0,72.0,70.4,1017.0,9.0,2.6,11.1,20.0,0.07,0.0,355
2,2021,10,12,2021-10-12,64.9,71.1,55.0,58.6,1019.3,10.0,2.6,6.0,,0.0,0.0,321
5,2021,06,25,2021-06-25,69.4,81.0,61.0,55.2,1025.8,10.0,2.6,8.0,,0.0,0.0,381
6,2021,10,23,2021-10-23,55.2,69.1,48.0,43.1,1014.3,9.9,2.6,6.0,,0.0,0.0,312
1,2021,06,07,2021-06-07,81.5,91.9,75.9,68.0,1017.9,9.0,2.6,6.0,,0.0,0.0,381
2,2021,04,20,2021-04-20,62.2,75.9,52.0,40.3,1011.9,10.0,2.7,8.0,20.0,0.0,0.0,313
2,2021,04,27,2021-04-27,54.4,64.0,41.0,21.9,1017.9,10.0,2.7,8.0,15.0,0.0,0.0,273
4,2021,07,29,2021-07-29,73.3,81.0,69.1,66.0,1015.0,8.7,2.7,8.9,24.1,0.43,0.0,319
1,2021,01,11,2021-01-11,32.4,41.0,28.0,20.5,1025.4,10.0,2.7,5.1,,0.0,0.0,238
7,2021,06,06,2021-06-06,83.5,91.9,66.0,62.2,1015.9,10.0,2.7,7.0,14.0,0.0,0.0,367
6,2021,08,14,2021-08-14,84.1,93.9,78.1,68.0,1017.0,10.0,2.7,6.0,,0.0,0.0,302
7,2021,10,24,2021-10-24,53.0,59.0,46.9,42.2,1019.8,10.0,2.7,6.0,,0.01,0.0,236
4,2021,10,14,2021-10-14,68.3,75.9,61.0,59.5,1013.8,8.2,2.7,6.0,,0.0,0.0,353
6,2021,07,10,2021-07-10,73.1,84.9,68.0,67.3,1013.8,8.8,2.7,12.0,22.9,0.5,0.0,293
4,2021,07,22,2021-07-22,74.0,81.0,66.9,57.2,1016.9,10.0,2.8,7.0,,0.05,0.0,329
4,2021,06,24,2021-06-24,68.6,77.0,55.0,50.8,1027.3,10.0,2.8,6.0,,0.0,0.0,384
1,2021,11,08,2021-11-08,53.2,63.0,39.9,34.5,1019.6,10.0,2.8,5.1,,0.0,0.0,329
5,2021,08,20,2021-08-20,78.4,84.9,75.0,67.4,1012.2,10.0,2.8,6.0,,0.0,0.0,325
4,2021,12,30,2021-12-30,45.0,48.9,41.0,41.7,1013.8,4.7,2.8,6.0,,0.05,0.0,223
6,2021,05,08,2021-05-08,51.8,66.0,48.9,40.0,1011.1,10.0,2.9,8.0,15.9,0.0,0.0,305
5,2021,07,16,2021-07-16,84.0,91.0,73.9,70.4,1015.6,10.0,2.9,7.0,,0.0,0.0,350
2,2021,08,31,2021-08-31,79.1,84.9,73.0,65.1,1008.7,10.0,2.9,8.0,14.0,0.0,0.0,310
7,2021,11,21,2021-11-21,48.5,55.9,35.1,35.0,1026.2,10.0,2.9,6.0,,0.0,0.0,273
7,2021,04,18,2021-04-18,54.6,64.0,43.0,35.4,1009.7,10.0,2.9,6.0,,0.0,0.0,258
1,2021,03,22,2021-03-22,50.6,63.0,42.1,30.2,1029.8,9.5,2.9,7.0,,0.0,0.0,295
3,2021,08,04,2021-08-04,71.9,79.0,64.9,58.6,1019.7,10.0,3.0,8.9,,0.0,0.0,291
6,2021,12,04,2021-12-04,41.5,48.0,36.0,24.0,1019.0,10.0,3.0,9.9,14.0,0.0,0.0,278
6,2021,12,25,2021-12-25,40.5,48.9,30.0,36.6,1005.4,5.6,3.0,7.0,15.0,0.05,0.0,189
5,2021,09,03,2021-09-03,66.7,77.0,59.0,51.1,1016.4,10.0,3.0,6.0,,0.1,0.0,352
4,2021,10,21,2021-10-21,66.6,75.0,55.9,50.1,1015.3,10.0,3.0,8.0,15.9,0.0,0.0,371
3,2021,01,13,2021-01-13,38.9,44.1,33.1,22.9,1016.8,8.9,3.0,8.0,17.1,0.0,0.0,245
1,2021,07,12,2021-07-12,77.3,86.0,70.0,72.1,1018.7,6.3,3.0,11.1,17.1,1.43,0.0,303
6,2021,03,20,2021-03-20,43.6,59.0,30.9,12.3,1032.6,10.0,3.0,7.0,,0.07,0.0,283
4,2021,11,25,2021-11-25,46.2,55.9,30.0,22.6,1019.0,10.0,3.0,7.0,,0.0,0.0,217
3,2021,03,17,2021-03-17,39.5,46.9,28.9,30.5,1021.7,9.9,3.0,8.0,,0.0,0.0,243
1,2021,04,19,2021-04-19,58.9,64.9,48.9,36.2,1010.4,10.0,3.0,8.9,17.1,0.0,0.0,320
5,2021,12,10,2021-12-10,43.1,50.0,30.9,26.6,1021.8,10.0,3.1,7.0,,0.0,0.0,301
4,2021,04,08,2021-04-08,57.6,72.0,48.9,38.3,1018.7,10.0,3.1,8.0,,0.0,0.0,310
2,2021,06,15,2021-06-15,71.9,80.1,64.0,60.6,1007.3,,3.1,8.0,15.9,0.09,0.0,369
3,2021,04,14,2021-04-14,58.4,72.0,44.1,42.2,1016.3,10.0,3.2,8.0,15.9,0.06,0.0,295
7,2021,09,12,2021-09-12,73.0,81.0,60.1,59.9,1018.9,10.0,3.2,6.0,,0.0,0.0,321
3,2021,07,14,2021-07-14,75.2,87.1,69.1,69.2,1021.0,6.5,3.2,6.0,18.1,0.0,0.0,331
4,2021,11,11,2021-11-11,52.3,64.0,45.0,35.6,1025.0,10.0,3.2,7.0,,0.0,0.0,293
4,2021,11,04,2021-11-04,44.5,51.1,39.0,27.1,1026.7,10.0,3.2,7.0,,0.0,0.0,317
6,2021,12,11,2021-12-11,53.3,66.2,44.6,46.8,1012.9,7.5,3.2,8.9,17.1,0.09,0.0,307
6,2021,11,20,2021-11-20,41.1,48.0,35.1,25.4,1032.7,10.0,3.3,8.0,15.0,0.01,0.0,305
7,2021,04,04,2021-04-04,52.4,64.9,45.0,22.4,,10.0,3.3,8.9,,0.0,0.0,259
7,2021,05,09,2021-05-09,51.9,64.9,46.0,41.0,1016.3,9.0,3.3,9.9,18.1,0.05,0.0,266
1,2021,02,22,2021-02-22,34.3,39.0,24.1,22.2,1026.2,7.7,3.3,7.0,18.1,0.0,5.1,245
7,2021,08,29,2021-08-29,71.0,80.1,66.9,62.4,1023.0,10.0,3.4,8.0,,0.0,0.0,358
3,2021,05,05,2021-05-05,55.3,73.0,52.0,51.9,1006.7,5.6,3.4,11.1,20.0,0.23,0.0,339
6,2021,11,13,2021-11-13,52.4,64.9,42.1,38.8,1009.8,9.6,3.4,14.0,35.0,0.48,0.0,335
2,2021,01,12,2021-01-12,37.3,44.1,28.0,23.0,1019.9,9.4,3.4,6.0,,0.0,0.0,279
5,2021,11,05,2021-11-05,44.8,51.1,39.0,28.5,1026.6,10.0,3.4,7.0,,0.0,0.0,386
6,2021,07,31,2021-07-31,69.0,82.0,60.1,48.9,1014.8,10.0,3.4,9.9,17.1,0.0,0.0,353
6,2021,05,15,2021-05-15,66.8,79.0,52.0,34.3,1023.1,10.0,3.4,8.0,,0.0,0.0,321
5,2021,12,24,2021-12-24,34.8,39.9,30.0,25.3,1019.1,8.6,3.4,8.0,,0.03,0.0,281
7,2021,10,31,2021-10-31,58.3,64.0,53.1,53.4,1001.5,7.6,3.4,9.9,18.1,0.1,0.0,362
5,2021,02,05,2021-02-05,41.1,46.9,30.9,27.7,1007.4,9.6,3.5,9.9,20.0,0.0,11.0,326
3,2021,10,20,2021-10-20,64.2,75.0,46.9,45.7,1015.2,10.0,3.5,8.0,,0.0,0.0,365
5,2021,02,26,2021-02-26,40.1,50.0,33.1,15.2,1028.3,10.0,3.5,6.0,,0.0,0.0,301
3,2021,05,26,2021-05-26,72.8,86.0,57.9,62.0,1016.5,9.0,3.5,8.9,15.0,0.0,0.0,333
4,2021,04,15,2021-04-15,54.6,72.0,48.0,48.9,1008.0,6.9,3.5,8.9,15.0,0.0,0.0,270
3,2021,11,03,2021-11-03,45.8,53.1,41.0,31.9,1023.4,10.0,3.5,8.9,15.0,0.0,0.0,321
4,2021,08,12,2021-08-12,80.9,93.0,73.0,70.3,1015.4,9.3,3.5,7.0,20.0,0.18,0.0,324
5,2021,06,18,2021-06-18,73.7,84.0,57.0,45.9,1015.3,10.0,3.6,8.0,15.9,0.0,0.0,387
1,2021,08,02,2021-08-02,70.5,80.1,63.0,58.0,1013.3,9.7,3.6,7.0,15.9,0.04,0.0,325
5,2021,05,14,2021-05-14,63.8,75.9,50.0,32.8,1022.5,10.0,3.6,8.0,18.1,0.0,0.0,411
7,2021,11,14,2021-11-14,42.7,46.9,37.9,30.8,1012.1,10.0,3.6,11.1,20.0,0.33,0.0,269
5,2021,07,09,2021-07-09,75.4,84.9,70.0,70.1,1010.2,5.4,3.6,9.9,18.1,3.83,0.0,346
2,2021,03,16,2021-03-16,32.7,39.0,24.1,5.4,1025.8,10.0,3.7,8.9,15.0,0.0,0.0,237
5,2021,05,07,2021-05-07,57.7,66.0,48.9,32.1,1012.8,10.0,3.7,7.0,,0.0,0.0,319
6,2021,04,24,2021-04-24,60.4,72.0,39.0,27.2,1014.7,10.0,3.7,8.0,15.0,0.0,0.0,301
4,2021,08,19,2021-08-19,79.5,84.9,73.9,72.1,1014.3,9.3,3.7,9.9,19.0,0.2,0.0,286
4,2021,03,18,2021-03-18,45.3,46.9,34.0,40.6,1015.9,6.5,3.7,9.9,15.9,0.0,0.0,244
6,2021,10,16,2021-10-16,70.0,79.0,63.0,60.5,1008.1,9.6,3.7,13.0,28.0,0.0,0.0,339
4,2021,06,17,2021-06-17,68.9,78.1,57.0,38.5,1014.6,10.0,3.8,8.0,,0.0,0.0,388
2,2021,05,04,2021-05-04,58.8,72.0,51.8,53.2,1007.1,7.0,3.8,8.9,15.9,0.81,0.0,345
7,2021,03,28,2021-03-28,54.0,69.1,48.0,47.9,1012.4,6.9,3.8,11.1,20.0,0.0,0.0,198
7,2021,06,27,2021-06-27,79.5,90.0,68.0,69.9,1021.3,10.0,3.8,8.0,,0.04,0.0,333
3,2021,06,16,2021-06-16,69.5,80.1,62.1,47.7,1009.9,,3.8,8.0,17.1,0.0,0.0,370
3,2021,02,10,2021-02-10,29.4,35.1,26.1,16.3,1025.2,9.5,3.9,7.0,,0.0,9.1,279
6,2021,08,07,2021-08-07,78.6,88.0,70.0,62.8,1018.3,10.0,3.9,8.0,,0.0,0.0,334
3,2021,07,28,2021-07-28,74.8,89.1,69.1,62.2,1015.0,8.9,3.9,12.0,,0.14,0.0,300
7,2021,07,18,2021-07-18,76.5,91.0,72.0,69.9,1014.2,8.1,3.9,9.9,15.9,0.65,0.0,310
5,2021,04,09,2021-04-09,52.7,70.0,48.9,43.4,1020.9,9.9,3.9,8.9,17.1,0.0,0.0,281
4,2021,01,21,2021-01-21,32.3,43.0,25.0,14.3,1010.8,10.0,3.9,9.9,20.0,0.02,0.0,251
4,2021,05,27,2021-05-27,73.1,86.0,64.9,57.0,1013.2,9.4,3.9,11.1,17.1,0.09,0.0,433
2,2021,01,05,2021-01-05,38.4,43.0,35.1,29.6,1013.1,10.0,3.9,7.0,,0.02,0.0,228
7,2021,04,25,2021-04-25,56.1,72.0,48.9,42.2,1007.6,7.7,3.9,8.9,,0.47,0.0,273
6,2021,12,18,2021-12-18,44.1,60.1,39.0,29.5,1020.2,8.0,3.9,7.0,,0.0,0.0,331
7,2021,08,15,2021-08-15,76.8,88.0,70.0,55.9,1021.6,10.0,4.0,8.9,15.0,0.0,0.0,314
3,2021,12,01,2021-12-01,43.3,48.9,30.9,25.9,1018.5,10.0,4.0,8.9,19.0,0.0,0.0,266
5,2021,10,22,2021-10-22,64.8,73.0,59.0,52.0,1010.8,10.0,4.0,8.9,15.9,0.0,0.0,381
3,2021,12,08,2021-12-08,38.6,43.0,36.0,25.8,1018.0,10.0,4.0,8.0,,0.0,0.0,287
4,2021,03,25,2021-03-25,55.6,68.0,46.9,51.6,1017.2,4.1,4.1,8.0,14.0,1.27,0.0,257
4,2021,11,18,2021-11-18,59.6,69.1,55.0,48.6,1016.9,9.9,4.1,7.0,15.0,0.0,0.0,351
1,2021,06,28,2021-06-28,83.2,91.9,73.0,70.3,1021.9,10.0,4.1,8.0,15.0,0.0,0.0,379
1,2021,07,19,2021-07-19,74.7,84.0,71.1,64.6,1014.3,10.0,4.1,8.9,,0.03,0.0,328
7,2021,02,14,2021-02-14,31.2,37.9,25.0,21.4,1023.0,9.8,4.1,8.9,15.0,0.0,7.9,184
7,2021,02,28,2021-02-28,43.7,50.0,37.9,34.4,1023.6,9.1,4.1,8.9,15.9,0.33,0.0,212
2,2021,12,28,2021-12-28,40.0,46.9,34.0,33.3,1010.7,7.4,4.1,8.9,,0.09,0.0,221
6,2021,06,05,2021-06-05,74.8,89.1,63.0,62.8,1013.0,9.9,4.1,9.9,19.0,0.39,0.0,365
7,2021,01,10,2021-01-10,34.1,41.0,24.1,16.8,1019.9,10.0,4.1,8.9,15.9,0.0,0.0,177
1,2021,12,06,2021-12-06,51.6,61.0,39.0,44.6,1013.8,6.8,4.1,7.0,19.0,0.3,0.0,345
2,2021,03,23,2021-03-23,52.0,66.0,42.1,39.8,1025.7,8.8,4.1,7.0,,0.0,0.0,283
